seed,scope,facility,geometry,method,recall,precision,f1,auroc,margin_auroc,false_positive_rate
0,all,__all__,__all__,P1_minus_B3,0.021484375,0.1307447730995279,0.03707977536733594,0.0,-0.05119832356770837,-0.02734375
0,seen,__all__,__all__,P1_minus_B3,0.03125,0.19333333333333333,0.053846473201311904,0.0,-0.05401837384259256,-0.0034722222222222238
0,seen,__all__,central_furniture,P1_minus_B3,0.03125,0.2,0.05405405405405406,0.0,-0.04752604166666663,0.0
0,seen,__all__,clear,P1_minus_B3,0.015625,0.125,0.027777777777777776,0.0,-0.0205078125,0.0
0,seen,__all__,vertical_mid,P1_minus_B3,0.046875,0.2333333333333333,0.07823613086770981,0.0,-0.072265625,-0.010416666666666671
0,seen,harsh,__all__,P1_minus_B3,0.08641975308641975,0.5384615384615384,0.14893617021276595,0.0,-0.006134016616196947,0.012578616352201255
0,seen,harsh,central_furniture,P1_minus_B3,0.07407407407407407,0.5,0.12903225806451613,0.0,-0.002096436058700246,0.018867924528301886
0,seen,harsh,clear,P1_minus_B3,0.037037037037037035,0.3333333333333333,0.06666666666666667,0.0,-0.002795248078266921,0.018867924528301886
0,seen,harsh,vertical_mid,P1_minus_B3,0.14814814814814814,0.6666666666666666,0.24242424242424243,0.0,-0.0034940600978337066,0.0
0,seen,standard,__all__,P1_minus_B3,-0.009009009009009009,-0.047619047619047616,-0.015151515151515152,0.0,-0.028074586214121067,-0.023255813953488358
0,seen,standard,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,-0.004399748585795116,-0.023255813953488386
0,seen,standard,clear,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,-0.023255813953488372
0,seen,standard,vertical_mid,P1_minus_B3,-0.02702702702702703,-0.125,-0.044444444444444446,0.0,-0.06159648020113134,-0.023255813953488386
0,unseen,__all__,__all__,P1_minus_B3,0.015625000000000007,0.12104113578449219,0.02911797601141579,0.0,-0.0503450520833334,-0.04166666666666666
0,unseen,__all__,horizontal_new,P1_minus_B3,0.046875,0.21710526315789475,0.07771084337349397,0.0,-0.01839192708333337,-0.062499999999999986
0,unseen,__all__,low_new,P1_minus_B3,-0.015625,-0.03076923076923077,-0.023868023868023863,0.0,-0.04069010416666663,-0.020833333333333343
0,unseen,__all__,two_new,P1_minus_B3,0.015625,0.13690476190476192,0.032352941176470584,0.0,-0.04508463541666663,-0.062499999999999986
0,unseen,__all__,vertical_new,P1_minus_B3,0.015625,0.10606060606060605,0.027368421052631584,0.0,-0.05550130208333326,-0.020833333333333343
0,unseen,__all__,wide_new,P1_minus_B3,0.015625,0.12184873949579833,0.029439696106362767,0.0,-0.05436197916666663,-0.04166666666666666
0,unseen,harsh,__all__,P1_minus_B3,0.14074074074074075,0.59375,0.2275449101796407,0.0,-0.004863731656184478,0.011320754716981137
0,unseen,harsh,horizontal_new,P1_minus_B3,0.2222222222222222,0.6,0.32432432432432434,0.0,-0.002795248078266921,0.03773584905660377
0,unseen,harsh,low_new,P1_minus_B3,0.07407407407407407,0.5,0.12903225806451613,0.0,-0.0062893081761006275,0.0
