method,scope,facility,geometry,n_seeds,recall_n_defined,recall_mean,recall_std,precision_n_defined,precision_mean,precision_std,f1_n_defined,f1_mean,f1_std,auroc_n_defined,auroc_mean,auroc_std,margin_auroc_n_defined,margin_auroc_mean,margin_auroc_std,false_positive_rate_n_defined,false_positive_rate_mean,false_positive_rate_std
B2,seen,__all__,vertical_mid,5,5,0.016666666666666666,0.037267799624996496,3,,,5,0.03018867924528302,0.06750393894338987,5,0.6259114583333333,0.055169651387412484,5,0.6259114583333333,0.055169651387412484,5,0.00625,0.00570544330734548
B2,seen,harsh,__all__,5,5,0.2111111111111111,0.0576012259814659,5,0.5729768285549219,0.15890586037328405,5,0.3041596375807174,0.06745607039327095,5,0.6441743827160493,0.09170479346877043,5,0.6441743827160493,0.09170479346877043,5,0.08472222222222223,0.03784562942621864
B2,seen,harsh,central_furniture,5,5,0.225,0.08640183897219883,5,0.6436829836829837,0.1484327256992131,5,0.32007159869228835,0.09212411389028244,5,0.656423611111111,0.09018048643729061,5,0.656423611111111,0.09018048643729061,5,0.075,0.05432668671002208
B2,seen,harsh,clear,5,5,0.38333333333333336,0.11562030771259675,5,0.5499744245524296,0.16430006716821646,5,0.4420914169319188,0.10088606327997995,5,0.6739583333333334,0.09990297484900316,5,0.6739583333333334,0.09990297484900316,5,0.17083333333333334,0.07850601533923655
B2,seen,harsh,vertical_mid,5,5,0.025,0.055901699437494755,3,,,5,0.04444444444444444,0.09938079899999064,5,0.6796875,0.057021405902482586,5,0.6796875,0.057021405902482586,5,0.008333333333333333,0.01141088661469096
B2,seen,standard,__all__,5,5,0.005555555555555555,0.01242259987499883,4,,,5,0.010256410256410256,0.022934030538459382,5,0.5566358024691358,0.0617957757608842,5,0.5566358024691358,0.0617957757608842,5,0.01388888888888889,0.010980130764473538
B2,seen,standard,central_furniture,5,5,0.0,0.0,2,,,5,0.0,0.0,5,0.5545138888888889,0.05277463669380946,5,0.5545138888888889,0.05277463669380946,5,0.008333333333333333,0.01141088661469096
B2,seen,standard,clear,5,5,0.008333333333333333,0.018633899812498248,4,,,5,0.014814814814814814,0.03312693299999688,5,0.5614583333333333,0.058241935052414685,5,0.5614583333333333,0.058241935052414685,5,0.029166666666666664,0.018633899812498245
B2,seen,standard,vertical_mid,5,5,0.008333333333333333,0.018633899812498248,1,,,5,0.015384615384615385,0.034401045807689073,5,0.5682291666666666,0.08451090378070622,5,0.5682291666666666,0.08451090378070622,5,0.004166666666666667,0.009316949906249124
B2,unseen,__all__,__all__,5,5,0.059166666666666666,0.016509677296799124,5,0.6072811447811448,0.1235773304187767,5,0.10668059563541746,0.027312361173028002,5,0.5821805555555556,0.057575333295492935,5,0.5821805555555556,0.057575333295492935,5,0.021666666666666667,0.012377875647927456
B2,unseen,__all__,horizontal_new,5,5,0.004166666666666667,0.009316949906249124,1,,,5,0.008163265306122448,0.018253616142855426,5,0.5832899305555556,0.054849246173238955,5,0.5832899305555556,0.054849246173238955,5,0.0,0.0
B2,unseen,__all__,low_new,5,5,0.1125,0.03159531435021479,5,0.5456277056277056,0.10706810107951423,5,0.18404480641768778,0.041252425962134597,5,0.6006510416666668,0.07355000580810055,5,0.6006510416666668,0.07355000580810055,5,0.05,0.02258279519654042
B2,unseen,__all__,two_new,5,5,0.08333333333333334,0.03294039229342062,5,0.7583333333333333,0.22897719440056813,5,0.1459203892083149,0.05097616728318391,5,0.5809461805555556,0.05507900570338252,5,0.5809461805555556,0.05507900570338252,5,0.020833333333333332,0.01948779888944761
B2,unseen,__all__,vertical_new,5,5,0.008333333333333333,0.018633899812498248,2,,,5,0.01568627450980392,0.03507557611764376,5,0.6202690972222222,0.04860587924474473,5,0.6202690972222222,0.04860587924474473,5,0.004166666666666667,0.00570544330734548
B2,unseen,__all__,wide_new,5,5,0.0875,0.030900827029565262,5,0.6506410256410257,0.21296623833820788,5,0.14925960621042586,0.04458395542462776,5,0.5714409722222223,0.05720063758171348,5,0.5714409722222223,0.05720063758171348,5,0.03333333333333333,0.026962873136551636
B2,unseen,harsh,__all__,5,5,0.11833333333333333,0.03301935459359825,5,0.6514282611056805,0.1837097220596182,5,0.19632081127013104,0.04728738100888984,5,0.6141666666666666,0.07458925753680605,5,0.6141666666666666,0.07458925753680605,5,0.03833333333333334,0.02754415646839735
B2,unseen,harsh,horizontal_new,5,5,0.008333333333333333,0.018633899812498248,1,,,5,0.016,0.03577708763999664,5,0.609548611111111,0.06656180718210122,5,0.609548611111111,0.06656180718210122,5,0.0,0.0
B2,unseen,harsh,low_new,5,5,0.225,0.06319062870042957,5,0.5785281385281384,0.14879267122203596,5,0.316297238498377,0.059027230403953974,5,0.6421875000000001,0.08372439708499174,5,0.6421875000000001,0.08372439708499174,5,0.09166666666666667,0.050173310744967906
B2,unseen,harsh,two_new,5,5,0.16666666666666669,0.06588078458684124,5,0.7583333333333333,0.22897719440056813,5,0.26044094794094796,0.08107338225246474,5,0.6220486111111111,0.07095683847460882,5,0.6220486111111111,0.07095683847460882,5,0.041666666666666664,0.03897559777889522
B2,unseen,harsh,vertical_new,5,5,0.016666666666666666,0.037267799624996496,2,,,5,0.03076923076923077,0.06880209161537815,5,0.6753472222222222,0.05141351699639184,5,0.6753472222222222,0.05141351699639184,5,0.004166666666666667,0.009316949906249124
B2,unseen,harsh,wide_new,5,5,0.175,0.061801654059130524,5,0.725,0.25617376914899,5,0.2670787545787546,0.07055733039326413,5,0.6222222222222221,0.07251096211426318,5,0.6222222222222221,0.07251096211426318,5,0.05416666666666666,0.05432668671002207
B2,unseen,standard,__all__,5,5,0.0,0.0,2,,,5,0.0,0.0,5,0.5536805555555555,0.05471059917806457,5,0.5536805555555555,0.05471059917806457,5,0.005,0.007453559924999299
B2,unseen,standard,horizontal_new,5,5,0.0,0.0,0,,,5,0.0,0.0,5,0.5614583333333334,0.06859671376017941,5,0.5614583333333334,0.06859671376017941,5,0.0,0.0
B2,unseen,standard,low_new,5,5,0.0,0.0,2,,,5,0.0,0.0,5,0.5727430555555555,0.05678768756779801,5,0.5727430555555555,0.05678768756779801,5,0.008333333333333333,0.01141088661469096
B2,unseen,standard,two_new,5,5,0.0,0.0,0,,,5,0.0,0.0,5,0.5539930555555556,0.04250548172935763,5,0.5539930555555556,0.04250548172935763,5,0.0,0.0
