seed,method,scope,facility,geometry,n,tp,fp,fn,tn,recall,precision,f1,false_positive_rate,auroc,margin_auroc
0,B1,all,__all__,__all__,1152,23,10,361,758,0.059895833333333336,0.696969696969697,0.11031175059952038,0.013020833333333334,0.5476108127170138,0.5476108127170138
0,B2,all,__all__,__all__,1152,33,31,351,737,0.0859375,0.515625,0.14732142857142858,0.040364583333333336,0.5677897135416666,0.5677897135416666
0,B3,all,__all__,__all__,1152,25,14,359,754,0.06510416666666667,0.6410256410256411,0.1182033096926714,0.018229166666666668,0.5677897135416666,0.5594651963975694
0,P1,all,__all__,__all__,1152,26,11,358,757,0.06770833333333333,0.7027027027027027,0.12351543942992874,0.014322916666666666,0.5677897135416666,0.5632798936631944
0,B1,seen,__all__,__all__,432,10,8,134,280,0.06944444444444445,0.5555555555555556,0.12345679012345678,0.027777777777777776,0.5577498070987654,0.5577498070987654
0,B2,seen,__all__,__all__,432,16,15,128,273,0.1111111111111111,0.5161290322580645,0.18285714285714286,0.052083333333333336,0.5785349151234568,0.5785349151234568
0,B3,seen,__all__,__all__,432,13,10,131,278,0.09027777777777778,0.5652173913043478,0.15568862275449102,0.034722222222222224,0.5785349151234568,0.5688898533950617
0,P1,seen,__all__,__all__,432,13,8,131,280,0.09027777777777778,0.6190476190476191,0.15757575757575756,0.027777777777777776,0.5785349151234568,0.5729166666666666
0,B1,seen,__all__,central_furniture,144,5,1,43,95,0.10416666666666667,0.8333333333333334,0.18518518518518517,0.010416666666666666,0.5540364583333334,0.5540364583333334
0,B2,seen,__all__,central_furniture,144,7,5,41,91,0.14583333333333334,0.5833333333333334,0.23333333333333334,0.052083333333333336,0.5779079861111112,0.5779079861111112
0,B3,seen,__all__,central_furniture,144,5,3,43,93,0.10416666666666667,0.625,0.17857142857142858,0.03125,0.5779079861111112,0.5711805555555556
0,P1,seen,__all__,central_furniture,144,6,1,42,95,0.125,0.8571428571428571,0.21818181818181817,0.010416666666666666,0.5779079861111112,0.568359375
0,B1,seen,__all__,clear,144,5,5,43,91,0.10416666666666667,0.5,0.1724137931034483,0.052083333333333336,0.5588107638888888,0.5588107638888888
0,B2,seen,__all__,clear,144,9,10,39,86,0.1875,0.47368421052631576,0.26865671641791045,0.10416666666666667,0.5826822916666666,0.5826822916666666
0,B3,seen,__all__,clear,144,8,7,40,89,0.16666666666666666,0.5333333333333333,0.25396825396825395,0.07291666666666667,0.5826822916666666,0.5794270833333334
0,P1,seen,__all__,clear,144,7,7,41,89,0.14583333333333334,0.5,0.22580645161290322,0.07291666666666667,0.5826822916666666,0.5809461805555556
0,B1,seen,__all__,vertical_mid,144,0,2,48,94,0.0,0.0,0.0,0.020833333333333332,0.5935329861111112,0.5935329861111112
0,B2,seen,__all__,vertical_mid,144,0,0,48,96,0.0,,0.0,0.0,0.62109375,0.62109375
0,B3,seen,__all__,vertical_mid,144,0,0,48,96,0.0,,0.0,0.0,0.62109375,0.580078125
0,P1,seen,__all__,vertical_mid,144,0,0,48,96,0.0,,0.0,0.0,0.62109375,0.6072048611111112
0,B1,seen,harsh,__all__,216,10,5,62,139,0.1388888888888889,0.6666666666666666,0.22988505747126436,0.034722222222222224,0.5917245370370371,0.5917245370370371
0,B2,seen,harsh,__all__,216,16,12,56,132,0.2222222222222222,0.5714285714285714,0.32,0.08333333333333333,0.6049382716049383,0.6049382716049383
0,B3,seen,harsh,__all__,216,12,5,60,139,0.16666666666666666,0.7058823529411765,0.2696629213483146,0.034722222222222224,0.6049382716049383,0.6049382716049383
0,P1,seen,harsh,__all__,216,13,6,59,138,0.18055555555555555,0.6842105263157895,0.2857142857142857,0.041666666666666664,0.6049382716049383,0.6042631172839507
0,B1,seen,harsh,central_furniture,72,5,1,19,47,0.20833333333333334,0.8333333333333334,0.3333333333333333,0.020833333333333332,0.6111111111111112,0.6111111111111112
0,B2,seen,harsh,central_furniture,72,7,4,17,44,0.2916666666666667,0.6363636363636364,0.4,0.08333333333333333,0.6197916666666666,0.6197916666666666
0,B3,seen,harsh,central_furniture,72,5,1,19,47,0.20833333333333334,0.8333333333333334,0.3333333333333333,0.020833333333333332,0.6197916666666666,0.6197916666666666
0,P1,seen,harsh,central_furniture,72,6,1,18,47,0.25,0.8571428571428571,0.3870967741935484,0.020833333333333332,0.6197916666666666,0.6197916666666666
0,B1,seen,harsh,clear,72,5,2,19,46,0.20833333333333334,0.7142857142857143,0.3225806451612903,0.041666666666666664,0.6076388888888888,0.6076388888888888
0,B2,seen,harsh,clear,72,9,8,15,40,0.375,0.5294117647058824,0.43902439024390244,0.16666666666666666,0.6423611111111112,0.6423611111111112
0,B3,seen,harsh,clear,72,7,4,17,44,0.2916666666666667,0.6363636363636364,0.4,0.08333333333333333,0.6423611111111112,0.6423611111111112
0,P1,seen,harsh,clear,72,7,5,17,43,0.2916666666666667,0.5833333333333334,0.3888888888888889,0.10416666666666667,0.6423611111111112,0.640625
0,B1,seen,harsh,vertical_mid,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.6223958333333334,0.6223958333333334
0,B2,seen,harsh,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6267361111111112,0.6267361111111112
0,B3,seen,harsh,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6267361111111112,0.6267361111111112
0,P1,seen,harsh,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6267361111111112,0.6258680555555556
0,B1,seen,standard,__all__,216,0,3,72,141,0.0,0.0,0.0,0.020833333333333332,0.5360725308641975,0.5360725308641975
0,B2,seen,standard,__all__,216,0,3,72,141,0.0,0.0,0.0,0.020833333333333332,0.5597029320987654,0.5597029320987654
0,B3,seen,standard,__all__,216,1,5,71,139,0.013888888888888888,0.16666666666666666,0.02564102564102564,0.034722222222222224,0.5597029320987654,0.5597029320987654
0,P1,seen,standard,__all__,216,0,2,72,142,0.0,0.0,0.0,0.013888888888888888,0.5597029320987654,0.5476466049382716
0,B1,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.5217013888888888,0.5217013888888888
0,B2,seen,standard,central_furniture,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5572916666666666,0.5572916666666666
0,B3,seen,standard,central_furniture,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.5572916666666666,0.5572916666666666
0,P1,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.5572916666666666,0.5381944444444444
0,B1,seen,standard,clear,72,0,3,24,45,0.0,0.0,0.0,0.0625,0.5347222222222222,0.5347222222222222
0,B2,seen,standard,clear,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.5373263888888888,0.5373263888888888
0,B3,seen,standard,clear,72,1,3,23,45,0.041666666666666664,0.25,0.07142857142857142,0.0625,0.5373263888888888,0.5373263888888888
0,P1,seen,standard,clear,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.5373263888888888,0.5416666666666666
0,B1,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.5720486111111112,0.5720486111111112
0,B2,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6241319444444444,0.6241319444444444
0,B3,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6241319444444444,0.6241319444444444
0,P1,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6241319444444444,0.5859375
0,B1,unseen,__all__,__all__,720,13,2,227,478,0.05416666666666667,0.8666666666666667,0.10196078431372549,0.004166666666666667,0.5428385416666667,0.5428385416666667
0,B2,unseen,__all__,__all__,720,17,16,223,464,0.07083333333333333,0.5151515151515151,0.12454212454212454,0.03333333333333333,0.5630381944444445,0.5630381944444445
0,B3,unseen,__all__,__all__,720,12,4,228,476,0.05,0.75,0.09375,0.008333333333333333,0.5630381944444445,0.5544010416666667
0,P1,unseen,__all__,__all__,720,13,3,227,477,0.05416666666666667,0.8125,0.1015625,0.00625,0.5630381944444445,0.5590798611111111
0,B1,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.5581597222222222,0.5581597222222222
0,B2,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.5538194444444444,0.5538194444444444
0,B3,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.5538194444444444,0.5360243055555556
0,P1,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.5538194444444444,0.5633680555555556
0,B1,unseen,__all__,low_new,144,4,0,44,96,0.08333333333333333,1.0,0.15384615384615385,0.0,0.5499131944444444,0.5499131944444444
0,B2,unseen,__all__,low_new,144,5,6,43,90,0.10416666666666667,0.45454545454545453,0.1694915254237288,0.0625,0.5740017361111112,0.5740017361111112
0,B3,unseen,__all__,low_new,144,4,1,44,95,0.08333333333333333,0.8,0.1509433962264151,0.010416666666666666,0.5740017361111112,0.568359375
0,P1,unseen,__all__,low_new,144,4,0,44,96,0.08333333333333333,1.0,0.15384615384615385,0.0,0.5740017361111112,0.576171875
0,B1,unseen,__all__,two_new,144,4,0,44,96,0.08333333333333333,1.0,0.15384615384615385,0.0,0.5405815972222222,0.5405815972222222
0,B2,unseen,__all__,two_new,144,6,3,42,93,0.125,0.6666666666666666,0.21052631578947367,0.03125,0.5685763888888888,0.5685763888888888
0,B3,unseen,__all__,two_new,144,4,1,44,95,0.08333333333333333,0.8,0.1509433962264151,0.010416666666666666,0.5685763888888888,0.5590277777777778
0,P1,unseen,__all__,two_new,144,4,1,44,95,0.08333333333333333,0.8,0.1509433962264151,0.010416666666666666,0.5685763888888888,0.5668402777777778
0,B1,unseen,__all__,vertical_new,144,0,0,48,96,0.0,,0.0,0.0,0.5922309027777778,0.5922309027777778
0,B2,unseen,__all__,vertical_new,144,0,0,48,96,0.0,,0.0,0.0,0.6184895833333334,0.6184895833333334
0,B3,unseen,__all__,vertical_new,144,0,0,48,96,0.0,,0.0,0.0,0.6184895833333334,0.5833333333333334
0,P1,unseen,__all__,vertical_new,144,0,0,48,96,0.0,,0.0,0.0,0.6184895833333334,0.6015625
0,B1,unseen,__all__,wide_new,144,5,2,43,94,0.10416666666666667,0.7142857142857143,0.18181818181818182,0.020833333333333332,0.5366753472222222,0.5366753472222222
0,B2,unseen,__all__,wide_new,144,6,7,42,89,0.125,0.46153846153846156,0.19672131147540983,0.07291666666666667,0.5514322916666666,0.5514322916666666
0,B3,unseen,__all__,wide_new,144,4,2,44,94,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.5514322916666666,0.5516493055555556
0,P1,unseen,__all__,wide_new,144,5,2,43,94,0.10416666666666667,0.7142857142857143,0.18181818181818182,0.020833333333333332,0.5514322916666666,0.5401475694444444
0,B1,unseen,harsh,__all__,360,13,2,107,238,0.10833333333333334,0.8666666666666667,0.1925925925925926,0.008333333333333333,0.5681597222222222,0.5681597222222222
0,B2,unseen,harsh,__all__,360,17,14,103,226,0.14166666666666666,0.5483870967741935,0.2251655629139073,0.058333333333333334,0.5792013888888888,0.5792013888888888
0,B3,unseen,harsh,__all__,360,12,1,108,239,0.1,0.9230769230769231,0.18045112781954886,0.004166666666666667,0.5792013888888888,0.5792013888888888
0,P1,unseen,harsh,__all__,360,13,3,107,237,0.10833333333333334,0.8125,0.19117647058823528,0.0125,0.5792013888888888,0.5771527777777777
0,B1,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5625,0.5625
0,B2,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5763888888888888,0.5763888888888888
0,B3,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5763888888888888,0.5763888888888888
0,P1,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5763888888888888,0.5616319444444444
0,B1,unseen,harsh,low_new,72,4,0,20,48,0.16666666666666666,1.0,0.2857142857142857,0.0,0.5842013888888888,0.5842013888888888
0,B2,unseen,harsh,low_new,72,5,5,19,43,0.20833333333333334,0.5,0.29411764705882354,0.10416666666666667,0.6171875,0.6171875
0,B3,unseen,harsh,low_new,72,4,0,20,48,0.16666666666666666,1.0,0.2857142857142857,0.0,0.6171875,0.6171875
0,P1,unseen,harsh,low_new,72,4,0,20,48,0.16666666666666666,1.0,0.2857142857142857,0.0,0.6171875,0.6171875
0,B1,unseen,harsh,two_new,72,4,0,20,48,0.16666666666666666,1.0,0.2857142857142857,0.0,0.5868055555555556,0.5868055555555556
0,B2,unseen,harsh,two_new,72,6,3,18,45,0.25,0.6666666666666666,0.36363636363636365,0.0625,0.6041666666666666,0.6041666666666666
0,B3,unseen,harsh,two_new,72,4,0,20,48,0.16666666666666666,1.0,0.2857142857142857,0.0,0.6041666666666666,0.6041666666666666
0,P1,unseen,harsh,two_new,72,4,1,20,47,0.16666666666666666,0.8,0.27586206896551724,0.020833333333333332,0.6041666666666666,0.6041666666666666
0,B1,unseen,harsh,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6293402777777778,0.6293402777777778
0,B2,unseen,harsh,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6354166666666666,0.6354166666666666
0,B3,unseen,harsh,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6354166666666666,0.6354166666666666
0,P1,unseen,harsh,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6354166666666666,0.6354166666666666
0,B1,unseen,harsh,wide_new,72,5,2,19,46,0.20833333333333334,0.7142857142857143,0.3225806451612903,0.041666666666666664,0.5859375,0.5859375
0,B2,unseen,harsh,wide_new,72,6,6,18,42,0.25,0.5,0.3333333333333333,0.125,0.5894097222222222,0.5894097222222222
0,B3,unseen,harsh,wide_new,72,4,1,20,47,0.16666666666666666,0.8,0.27586206896551724,0.020833333333333332,0.5894097222222222,0.5894097222222222
0,P1,unseen,harsh,wide_new,72,5,2,19,46,0.20833333333333334,0.7142857142857143,0.3225806451612903,0.041666666666666664,0.5894097222222222,0.5894097222222222
0,B1,unseen,standard,__all__,360,0,0,120,240,0.0,,0.0,0.0,0.5291319444444444,0.5291319444444444
0,B2,unseen,standard,__all__,360,0,2,120,238,0.0,0.0,0.0,0.008333333333333333,0.5604513888888889,0.5604513888888889
0,B3,unseen,standard,__all__,360,0,3,120,237,0.0,0.0,0.0,0.0125,0.5604513888888889,0.5604513888888889
0,P1,unseen,standard,__all__,360,0,0,120,240,0.0,,0.0,0.0,0.5604513888888889,0.5533680555555556
0,B1,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5746527777777778,0.5746527777777778
0,B2,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5503472222222222,0.5503472222222222
0,B3,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5503472222222222,0.5503472222222222
0,P1,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5503472222222222,0.5885416666666666
0,B1,unseen,standard,low_new,72,0,0,24,48,0.0,,0.0,0.0,0.5355902777777778,0.5355902777777778
0,B2,unseen,standard,low_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.546875,0.546875
0,B3,unseen,standard,low_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.546875,0.546875
0,P1,unseen,standard,low_new,72,0,0,24,48,0.0,,0.0,0.0,0.546875,0.5564236111111112
0,B1,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.5295138888888888,0.5295138888888888
0,B2,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.5590277777777778,0.5590277777777778
0,B3,unseen,standard,two_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5590277777777778,0.5590277777777778
0,P1,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.5590277777777778,0.5651041666666666
0,B1,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.5616319444444444,0.5616319444444444
0,B2,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6154513888888888,0.6154513888888888
0,B3,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6154513888888888,0.6154513888888888
0,P1,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6154513888888888,0.5668402777777778
0,B1,unseen,standard,wide_new,72,0,0,24,48,0.0,,0.0,0.0,0.5034722222222222,0.5034722222222222
0,B2,unseen,standard,wide_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5434027777777778,0.5434027777777778
0,B3,unseen,standard,wide_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5434027777777778,0.5434027777777778
0,P1,unseen,standard,wide_new,72,0,0,24,48,0.0,,0.0,0.0,0.5434027777777778,0.5164930555555556
1,B1,all,__all__,__all__,1152,29,16,355,752,0.07552083333333333,0.6444444444444445,0.1351981351981352,0.020833333333333332,0.5993754069010416,0.5993754069010416
1,B2,all,__all__,__all__,1152,31,12,353,756,0.08072916666666667,0.7209302325581395,0.1451990632318501,0.015625,0.6574503580729166,0.6574503580729166
1,B3,all,__all__,__all__,1152,36,19,348,749,0.09375,0.6545454545454545,0.16400911161731208,0.024739583333333332,0.6574503580729166,0.6549343532986112
1,P1,all,__all__,__all__,1152,32,17,352,751,0.08333333333333333,0.6530612244897959,0.14780600461893764,0.022135416666666668,0.6574503580729166,0.6576809353298612
1,B1,seen,__all__,__all__,432,17,11,127,277,0.11805555555555555,0.6071428571428571,0.19767441860465115,0.03819444444444445,0.6284239969135802,0.6284239969135802
1,B2,seen,__all__,__all__,432,16,7,128,281,0.1111111111111111,0.6956521739130435,0.19161676646706588,0.024305555555555556,0.6843894675925926,0.6843894675925926
1,B3,seen,__all__,__all__,432,16,9,128,279,0.1111111111111111,0.64,0.1893491124260355,0.03125,0.6843894675925926,0.6829185956790124
1,P1,seen,__all__,__all__,432,16,9,128,279,0.1111111111111111,0.64,0.1893491124260355,0.03125,0.6843894675925926,0.6838107638888888
1,B1,seen,__all__,central_furniture,144,5,1,43,95,0.10416666666666667,0.8333333333333334,0.18518518518518517,0.010416666666666666,0.6161024305555556,0.6161024305555556
1,B2,seen,__all__,central_furniture,144,3,2,45,94,0.0625,0.6,0.11320754716981132,0.020833333333333332,0.6942274305555556,0.6942274305555556
1,B3,seen,__all__,central_furniture,144,3,2,45,94,0.0625,0.6,0.11320754716981132,0.020833333333333332,0.6942274305555556,0.6909722222222222
1,P1,seen,__all__,central_furniture,144,3,2,45,94,0.0625,0.6,0.11320754716981132,0.020833333333333332,0.6942274305555556,0.6918402777777778
1,B1,seen,__all__,clear,144,12,10,36,86,0.25,0.5454545454545454,0.34285714285714286,0.10416666666666667,0.646484375,0.646484375
1,B2,seen,__all__,clear,144,9,4,39,92,0.1875,0.6923076923076923,0.29508196721311475,0.041666666666666664,0.7157118055555556,0.7157118055555556
1,B3,seen,__all__,clear,144,9,5,39,91,0.1875,0.6428571428571429,0.2903225806451613,0.052083333333333336,0.7157118055555556,0.7163628472222222
1,P1,seen,__all__,clear,144,9,5,39,91,0.1875,0.6428571428571429,0.2903225806451613,0.052083333333333336,0.7157118055555556,0.7163628472222222
1,B1,seen,__all__,vertical_mid,144,0,0,48,96,0.0,,0.0,0.0,0.6668836805555556,0.6668836805555556
1,B2,seen,__all__,vertical_mid,144,4,1,44,95,0.08333333333333333,0.8,0.1509433962264151,0.010416666666666666,0.6681857638888888,0.6681857638888888
1,B3,seen,__all__,vertical_mid,144,4,2,44,94,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.6681857638888888,0.6647135416666666
1,P1,seen,__all__,vertical_mid,144,4,2,44,94,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.6681857638888888,0.6694878472222222
1,B1,seen,harsh,__all__,216,15,10,57,134,0.20833333333333334,0.6,0.30927835051546393,0.06944444444444445,0.6380208333333334,0.6380208333333334
1,B2,seen,harsh,__all__,216,14,3,58,141,0.19444444444444445,0.8235294117647058,0.3146067415730337,0.020833333333333332,0.7622492283950617,0.7622492283950617
1,B3,seen,harsh,__all__,216,14,3,58,141,0.19444444444444445,0.8235294117647058,0.3146067415730337,0.020833333333333332,0.7622492283950617,0.7622492283950617
1,P1,seen,harsh,__all__,216,14,3,58,141,0.19444444444444445,0.8235294117647058,0.3146067415730337,0.020833333333333332,0.7622492283950617,0.7615740740740741
1,B1,seen,harsh,central_furniture,72,5,1,19,47,0.20833333333333334,0.8333333333333334,0.3333333333333333,0.020833333333333332,0.6319444444444444,0.6319444444444444
1,B2,seen,harsh,central_furniture,72,3,1,21,47,0.125,0.75,0.21428571428571427,0.020833333333333332,0.7769097222222222,0.7769097222222222
1,B3,seen,harsh,central_furniture,72,3,1,21,47,0.125,0.75,0.21428571428571427,0.020833333333333332,0.7769097222222222,0.7769097222222222
1,P1,seen,harsh,central_furniture,72,3,1,21,47,0.125,0.75,0.21428571428571427,0.020833333333333332,0.7769097222222222,0.7769097222222222
1,B1,seen,harsh,clear,72,10,9,14,39,0.4166666666666667,0.5263157894736842,0.46511627906976744,0.1875,0.6692708333333334,0.6692708333333334
1,B2,seen,harsh,clear,72,8,2,16,46,0.3333333333333333,0.8,0.47058823529411764,0.041666666666666664,0.8020833333333334,0.8020833333333334
1,B3,seen,harsh,clear,72,8,2,16,46,0.3333333333333333,0.8,0.47058823529411764,0.041666666666666664,0.8020833333333334,0.8020833333333334
1,P1,seen,harsh,clear,72,8,2,16,46,0.3333333333333333,0.8,0.47058823529411764,0.041666666666666664,0.8020833333333334,0.8012152777777778
1,B1,seen,harsh,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6970486111111112,0.6970486111111112
1,B2,seen,harsh,vertical_mid,72,3,0,21,48,0.125,1.0,0.2222222222222222,0.0,0.7447916666666666,0.7447916666666666
1,B3,seen,harsh,vertical_mid,72,3,0,21,48,0.125,1.0,0.2222222222222222,0.0,0.7447916666666666,0.7447916666666666
1,P1,seen,harsh,vertical_mid,72,3,0,21,48,0.125,1.0,0.2222222222222222,0.0,0.7447916666666666,0.7439236111111112
1,B1,seen,standard,__all__,216,2,1,70,143,0.027777777777777776,0.6666666666666666,0.05333333333333334,0.006944444444444444,0.6311728395061729,0.6311728395061729
1,B2,seen,standard,__all__,216,2,4,70,140,0.027777777777777776,0.3333333333333333,0.05128205128205128,0.027777777777777776,0.5929783950617284,0.5929783950617284
1,B3,seen,standard,__all__,216,2,6,70,138,0.027777777777777776,0.25,0.05,0.041666666666666664,0.5929783950617284,0.5929783950617284
1,P1,seen,standard,__all__,216,2,6,70,138,0.027777777777777776,0.25,0.05,0.041666666666666664,0.5929783950617284,0.5933641975308642
1,B1,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.6302083333333334,0.6302083333333334
1,B2,seen,standard,central_furniture,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5980902777777778,0.5980902777777778
1,B3,seen,standard,central_furniture,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5980902777777778,0.5980902777777778
1,P1,seen,standard,central_furniture,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5980902777777778,0.5946180555555556
1,B1,seen,standard,clear,72,2,1,22,47,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.6588541666666666,0.6588541666666666
1,B2,seen,standard,clear,72,1,2,23,46,0.041666666666666664,0.3333333333333333,0.07407407407407407,0.041666666666666664,0.6163194444444444,0.6163194444444444
1,B3,seen,standard,clear,72,1,3,23,45,0.041666666666666664,0.25,0.07142857142857142,0.0625,0.6163194444444444,0.6163194444444444
1,P1,seen,standard,clear,72,1,3,23,45,0.041666666666666664,0.25,0.07142857142857142,0.0625,0.6163194444444444,0.6180555555555556
1,B1,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6380208333333334,0.6380208333333334
