method,scope,facility,geometry,n_seeds,recall_n_defined,recall_mean,recall_std,precision_n_defined,precision_mean,precision_std,f1_n_defined,f1_mean,f1_std,auroc_n_defined,auroc_mean,auroc_std,margin_auroc_n_defined,margin_auroc_mean,margin_auroc_std,false_positive_rate_n_defined,false_positive_rate_mean,false_positive_rate_std
B1,all,__all__,__all__,5,5,0.14791666666666667,0.16247787977115702,5,0.6985079818643355,0.18620536764902612,5,0.22541617640934547,0.21301139341038958,5,0.7237806532118055,0.126980181009038,5,0.7237806532118055,0.126980181009038,5,0.01796875,0.00473070367827733
B1,seen,__all__,__all__,5,5,0.1902777777777778,0.18106232301286432,5,0.6883116883116884,0.19524625394496364,5,0.27969474244891246,0.22733256427844395,5,0.7308738425925926,0.12970274467311035,5,0.7308738425925926,0.12970274467311035,5,0.025,0.0038036288715636536
B1,seen,__all__,central_furniture,5,5,0.19166666666666668,0.19565594803123162,5,0.7214285714285714,0.226440964059248,5,0.27948942469066307,0.23571920658263426,5,0.7360677083333333,0.13638959495567127,5,0.7360677083333333,0.13638959495567127,5,0.020833333333333332,0.00736569563735987
B1,seen,__all__,clear,5,5,0.29166666666666663,0.23431712248337483,5,0.6853114478114478,0.16439991407852947,5,0.3853557913628535,0.264507897802191,5,0.7461805555555555,0.13289736361434096,5,0.7461805555555555,0.13289736361434096,5,0.04375,0.01358167167750552
B1,seen,__all__,vertical_mid,5,5,0.0875,0.12960275845829825,4,,,5,0.139781816500185,0.19232365968198528,5,0.7234375,0.11698594581922132,5,0.7234375,0.11698594581922132,5,0.010416666666666666,0.00736569563735987
B1,seen,harsh,__all__,5,5,0.33611111111111114,0.29730009364110926,5,0.7156949283778552,0.19657477526256556,5,0.42431062186728064,0.2968313096389793,5,0.8041280864197532,0.1287615271130908,5,0.8041280864197532,0.1287615271130908,5,0.04027777777777777,0.007607257743127307
B1,seen,harsh,central_furniture,5,5,0.35833333333333334,0.3392700497637047,5,0.75,0.23570226039551584,5,0.44259259259259265,0.315114236694175,5,0.8085069444444445,0.13728813863631398,5,0.8085069444444445,0.13728813863631398,5,0.03333333333333333,0.01141088661469096
B1,seen,harsh,clear,5,5,0.5,0.37845629426218647,5,0.7135897435897436,0.16080828053950555,5,0.5498263305322129,0.32568202016138476,5,0.8241319444444445,0.13290976603545845,5,0.8241319444444445,0.13290976603545845,5,0.06666666666666667,0.01743041721945991
B1,seen,harsh,vertical_mid,5,5,0.14999999999999997,0.2053959590644373,4,,,5,0.21510157372226338,0.2631091235646948,5,0.8223958333333334,0.11250381777215468,5,0.8223958333333334,0.11250381777215468,5,0.020833333333333332,0.01473139127471974
B1,seen,standard,__all__,5,5,0.04444444444444444,0.06972166887783963,4,,,5,0.07700693594451244,0.11602168087170216,5,0.636940586419753,0.13397944449939256,5,0.636940586419753,0.13397944449939256,5,0.009722222222222222,0.006211299937499416
B1,seen,standard,central_furniture,5,5,0.025,0.05590169943749475,2,,,5,0.04285714285714286,0.095831484749991,5,0.6460069444444445,0.13817006912681093,5,0.6460069444444445,0.13817006912681093,5,0.008333333333333333,0.01141088661469096
B1,seen,standard,clear,5,5,0.08333333333333333,0.10206207261596575,4,,,5,0.13562041303976788,0.15829992695094378,5,0.6635416666666666,0.14045825590958894,5,0.6635416666666666,0.14045825590958894,5,0.020833333333333332,0.01473139127471974
