seed,method,scope,facility,geometry,recall,precision,f1,auroc,margin_auroc,false_positive_rate
1,P1,unseen,harsh,low_new,0.375,0.41666666666666663,0.4682539682539683,0.13454861111111116,0.13454861111111116,-0.020833333333333332
1,B1,unseen,harsh,two_new,0.3333333333333333,0.5,0.4685314685314685,0.23697916666666663,0.23697916666666663,-0.020833333333333332
1,B2,unseen,harsh,two_new,0.4166666666666667,0.2564102564102565,0.5005005005005005,0.1371527777777778,0.1371527777777778,0.0
1,B3,unseen,harsh,two_new,0.2916666666666667,0.33333333333333337,0.3973063973063973,0.1371527777777778,0.1371527777777778,-0.020833333333333332
1,P1,unseen,harsh,two_new,0.2916666666666667,0.33333333333333337,0.3973063973063973,0.1371527777777778,0.1371527777777778,-0.020833333333333332
1,B1,unseen,harsh,vertical_new,0.20833333333333334,,0.3448275862068966,0.15451388888888884,0.15451388888888884,0.0
1,B2,unseen,harsh,vertical_new,0.16666666666666666,0.16666666666666663,0.2121212121212121,0.18315972222222232,0.18315972222222232,-0.020833333333333332
1,B3,unseen,harsh,vertical_new,0.08333333333333334,0.19999999999999996,0.12413793103448278,0.18315972222222232,0.18315972222222232,-0.020833333333333332
1,P1,unseen,harsh,vertical_new,0.04166666666666666,0.16666666666666663,0.06666666666666671,0.18315972222222232,0.18229166666666663,-0.020833333333333332
1,B1,unseen,harsh,wide_new,0.33333333333333337,0.33333333333333337,0.44008714596949894,0.24045138888888895,0.24045138888888895,-0.020833333333333332
1,B2,unseen,harsh,wide_new,0.33333333333333326,0.2857142857142857,0.38012205754141243,0.14583333333333337,0.14583333333333337,-0.041666666666666664
1,B3,unseen,harsh,wide_new,0.29166666666666663,0.2857142857142857,0.3440860215053763,0.14583333333333337,0.14583333333333337,-0.041666666666666664
1,P1,unseen,harsh,wide_new,0.29166666666666663,0.2857142857142857,0.3440860215053763,0.14583333333333337,0.14583333333333337,-0.041666666666666664
1,B1,unseen,standard,__all__,0.14166666666666666,,0.2236842105263158,0.15833333333333333,0.15833333333333333,0.0625
1,B2,unseen,standard,__all__,0.11666666666666667,0.4975490196078431,0.1908961881589619,0.11722222222222223,0.11722222222222223,-0.02916666666666667
1,B3,unseen,standard,__all__,0.26666666666666666,0.3879142300194932,0.35045067394360374,0.11722222222222223,0.11722222222222223,0.012499999999999997
1,P1,unseen,standard,__all__,0.25,0.5,0.35177865612648224,0.11722222222222223,0.10499999999999998,-0.012500000000000004
1,B1,unseen,standard,horizontal_new,0.20833333333333334,,0.2857142857142857,0.1328125,0.1328125,0.125
1,B2,unseen,standard,horizontal_new,0.20833333333333334,0.55,0.30603448275862066,0.078125,0.078125,-0.041666666666666664
1,B3,unseen,standard,horizontal_new,0.41666666666666663,0.4875,0.4810344827586207,0.078125,0.078125,0.020833333333333343
1,P1,unseen,standard,horizontal_new,0.3333333333333333,0.4923076923076923,0.4175209692451072,0.078125,0.08159722222222221,0.0
1,B1,unseen,standard,low_new,0.16666666666666666,,0.24242424242424243,0.17013888888888884,0.17013888888888884,0.10416666666666667
1,B2,unseen,standard,low_new,0.08333333333333334,0.4166666666666667,0.1402116402116402,0.12152777777777779,0.12152777777777779,-0.020833333333333332
1,B3,unseen,standard,low_new,0.29166666666666663,0.393939393939394,0.38306878306878306,0.12152777777777779,0.12152777777777779,0.020833333333333336
1,P1,unseen,standard,low_new,0.29166666666666663,0.393939393939394,0.38306878306878306,0.12152777777777779,0.08072916666666674,0.020833333333333336
1,B1,unseen,standard,two_new,0.125,,0.21428571428571427,0.18142361111111116,0.18142361111111116,0.020833333333333332
1,B2,unseen,standard,two_new,0.125,0.75,0.21428571428571427,0.1293402777777778,0.1293402777777778,-0.020833333333333332
1,B3,unseen,standard,two_new,0.375,0.9,0.5294117647058824,0.1293402777777778,0.1293402777777778,-0.020833333333333332
1,P1,unseen,standard,two_new,0.375,0.9,0.5294117647058824,0.1293402777777778,0.11197916666666674,-0.020833333333333332
1,B1,unseen,standard,vertical_new,0.08333333333333333,,0.14814814814814814,0.1684027777777778,0.1684027777777778,0.020833333333333332
1,B2,unseen,standard,vertical_new,0.04166666666666667,0.33333333333333337,0.07407407407407407,0.125,0.125,-0.020833333333333332
1,B3,unseen,standard,vertical_new,0.0,-0.17142857142857143,-0.01334816462736374,0.125,0.125,0.041666666666666664
1,P1,unseen,standard,vertical_new,0.04166666666666667,0.25,0.07142857142857142,0.125,0.12152777777777768,-0.020833333333333332
1,B1,unseen,standard,wide_new,0.125,,0.20689655172413793,0.140625,0.140625,0.041666666666666664
1,B2,unseen,standard,wide_new,0.125,0.55,0.2044334975369458,0.13020833333333337,0.13020833333333337,-0.04166666666666667
1,B3,unseen,standard,wide_new,0.25,0.44999999999999996,0.3403361344537815,0.13020833333333337,0.13020833333333337,0.0
1,P1,unseen,standard,wide_new,0.20833333333333334,0.6071428571428571,0.315668202764977,0.13020833333333337,0.12326388888888895,-0.04166666666666667
2,B1,all,__all__,__all__,0.14322916666666666,0.11773255813953487,0.18766384351683807,0.07483927408854163,0.07483927408854163,-0.0078125
2,B2,all,__all__,__all__,0.25,0.36258741258741256,0.353994690716026,0.30161539713541674,0.30161539713541674,-0.013020833333333332
2,B3,all,__all__,__all__,0.3385416666666667,0.10483870967741937,0.4173130879683117,0.30161539713541674,0.31627400716145826,0.05078125000000001
2,P1,all,__all__,__all__,0.39322916666666663,0.11261261261261268,0.46544150817959495,0.30161539713541674,0.27864583333333337,0.049479166666666664
2,B1,seen,__all__,__all__,0.1388888888888889,0.09985096870342769,0.16336274001037887,0.08509355709876543,0.08509355709876543,-0.010416666666666664
2,B2,seen,__all__,__all__,0.3055555555555556,0.3491525423728814,0.4053826745164003,0.3113908179012346,0.3113908179012346,-0.017361111111111112
2,B3,seen,__all__,__all__,0.38888888888888884,0.10077519379844968,0.44812687995624834,0.3113908179012346,0.320264274691358,0.052083333333333336
2,P1,seen,__all__,__all__,0.48611111111111116,0.1254125412541255,0.5272750609677833,0.3113908179012346,0.2965374228395061,0.05555555555555556
2,B1,seen,__all__,central_furniture,0.14583333333333334,0.06140350877192979,0.17412935323383089,0.08702256944444453,0.08702256944444453,0.0
2,B2,seen,__all__,central_furniture,0.3541666666666667,0.3583333333333334,0.43199233716475094,0.30837673611111105,0.30837673611111105,-0.03125
2,B3,seen,__all__,central_furniture,0.4583333333333333,0.07983193277310918,0.47671840354767187,0.30837673611111105,0.302734375,0.05208333333333334
2,P1,seen,__all__,central_furniture,0.5833333333333334,0.0714285714285714,0.5515151515151515,0.30837673611111105,0.27560763888888884,0.07291666666666667
2,B1,seen,__all__,clear,0.08333333333333331,0.14814814814814814,0.10666666666666669,0.09006076388888895,0.09006076388888895,-0.04166666666666667
2,B2,seen,__all__,clear,0.3333333333333333,0.35652173913043483,0.412821758135017,0.3101128472222222,0.3101128472222222,-0.03125
2,B3,seen,__all__,clear,0.4166666666666667,0.18145161290322576,0.45433996383363473,0.3101128472222222,0.3081597222222222,0.03125
2,P1,seen,__all__,clear,0.4791666666666667,0.17500000000000004,0.49612736660929424,0.3101128472222222,0.3038194444444444,0.04166666666666667
2,B1,seen,__all__,vertical_mid,0.1875,0.06666666666666665,0.2617550164719976,0.05946180555555558,0.05946180555555558,0.010416666666666666
2,B2,seen,__all__,vertical_mid,0.22916666666666666,,0.36666666666666664,0.28342013888888884,0.28342013888888884,0.010416666666666666
2,B3,seen,__all__,vertical_mid,0.2916666666666667,,0.4057971014492754,0.28342013888888884,0.3363715277777778,0.07291666666666667
2,P1,seen,__all__,vertical_mid,0.3958333333333333,,0.5277777777777778,0.28342013888888884,0.27408854166666663,0.052083333333333336
2,B1,seen,harsh,__all__,0.16666666666666663,0.1707317073170732,0.17789110544472775,0.09047067901234573,0.09047067901234573,-0.04861111111111111
2,B2,seen,harsh,__all__,0.5416666666666667,0.34444444444444444,0.5486542443064182,0.32696759259259267,0.32696759259259267,-0.034722222222222224
2,B3,seen,harsh,__all__,0.40277777777777773,0.261904761904762,0.4543254688445251,0.32696759259259267,0.32696759259259267,-0.013888888888888892
2,P1,seen,harsh,__all__,0.4583333333333333,0.2681159420289856,0.4989285018507695,0.32696759259259267,0.3354552469135802,-0.013888888888888892
2,B1,seen,harsh,central_furniture,0.20833333333333331,0.16666666666666663,0.2136752136752137,0.07986111111111105,0.07986111111111105,-0.041666666666666664
2,B2,seen,harsh,central_furniture,0.625,0.3545454545454546,0.5601023017902813,0.31944444444444453,0.31944444444444453,-0.0625
2,B3,seen,harsh,central_furniture,0.45833333333333326,0.22689075630252098,0.4579071597167585,0.31944444444444453,0.31944444444444453,-0.020833333333333332
2,P1,seen,harsh,central_furniture,0.5416666666666666,0.23308270676691722,0.5146286571642911,0.31944444444444453,0.33072916666666674,-0.020833333333333332
2,B1,seen,harsh,clear,0.08333333333333326,0.16666666666666663,0.12318840579710144,0.06597222222222221,0.06597222222222221,-0.08333333333333333
2,B2,seen,harsh,clear,0.625,0.3545454545454546,0.5601023017902813,0.32552083333333337,0.32552083333333337,-0.0625
2,B3,seen,harsh,clear,0.5,0.3194444444444444,0.49702380952380953,0.32552083333333337,0.32552083333333337,-0.04166666666666667
2,P1,seen,harsh,clear,0.5,0.3194444444444444,0.49702380952380953,0.32552083333333337,0.33072916666666674,-0.04166666666666667
2,B1,seen,harsh,vertical_mid,0.20833333333333334,0.19999999999999996,0.2695924764890282,0.06336805555555558,0.06336805555555558,-0.020833333333333332
2,B2,seen,harsh,vertical_mid,0.375,,0.5294117647058824,0.2777777777777778,0.2777777777777778,0.020833333333333332
2,B3,seen,harsh,vertical_mid,0.25,,0.3870967741935484,0.2777777777777778,0.2777777777777778,0.020833333333333332
2,P1,seen,harsh,vertical_mid,0.3333333333333333,,0.48484848484848486,0.2777777777777778,0.29079861111111105,0.020833333333333332
2,B1,seen,standard,__all__,0.11111111111111112,0.0,0.17655172413793102,0.05131172839506182,0.05131172839506182,0.02777777777777778
2,B2,seen,standard,__all__,0.06944444444444445,,0.12987012987012986,0.2894483024691358,0.2894483024691358,0.0
2,B3,seen,standard,__all__,0.375,,0.46551724137931033,0.2894483024691358,0.2894483024691358,0.11805555555555555
2,P1,seen,standard,__all__,0.5138888888888888,,0.5826771653543307,0.2894483024691358,0.23456790123456794,0.125
2,B1,seen,standard,central_furniture,0.08333333333333333,,0.14285714285714285,0.05295138888888895,0.05295138888888895,0.041666666666666664
2,B2,seen,standard,central_furniture,0.08333333333333333,,0.15384615384615385,0.29600694444444453,0.29600694444444453,0.0
2,B3,seen,standard,central_furniture,0.4583333333333333,,0.5365853658536586,0.29600694444444453,0.29600694444444453,0.125
2,P1,seen,standard,central_furniture,0.625,,0.6382978723404256,0.29600694444444453,0.23350694444444442,0.16666666666666666
2,B1,seen,standard,clear,0.08333333333333333,0.13333333333333341,0.1277139208173691,0.05295138888888895,0.05295138888888895,0.0
2,B2,seen,standard,clear,0.041666666666666664,,0.08,0.3046875,0.3046875,0.0
2,B3,seen,standard,clear,0.3333333333333333,,0.43243243243243246,0.3046875,0.3046875,0.10416666666666667
2,P1,seen,standard,clear,0.4583333333333333,,0.5365853658536586,0.3046875,0.3046875,0.125
2,B1,seen,standard,vertical_mid,0.16666666666666666,,0.26666666666666666,0.06336805555555558,0.06336805555555558,0.041666666666666664
2,B2,seen,standard,vertical_mid,0.08333333333333333,,0.15384615384615385,0.2647569444444444,0.2647569444444444,0.0
2,B3,seen,standard,vertical_mid,0.3333333333333333,,0.42105263157894735,0.2647569444444444,0.2647569444444444,0.125
2,P1,seen,standard,vertical_mid,0.4583333333333333,,0.5641025641025641,0.2647569444444444,0.171875,0.08333333333333333
2,B1,unseen,__all__,__all__,0.14583333333333331,0.1356209150326797,0.20543948804818374,0.06628472222222215,0.06628472222222215,-0.00625
2,B2,unseen,__all__,__all__,0.21666666666666665,0.37382629107981225,0.31952158238331874,0.29471354166666675,0.29471354166666675,-0.010416666666666664
2,B3,unseen,__all__,__all__,0.3083333333333333,0.11184210526315785,0.3964512711864407,0.29471354166666675,0.31405381944444455,0.05
2,P1,unseen,__all__,__all__,0.3375,0.10192837465564741,0.4222122012497584,0.29471354166666675,0.26807291666666666,0.04583333333333334
2,B1,unseen,__all__,horizontal_new,0.20833333333333331,-0.1333333333333333,0.29505135387488324,0.06380208333333337,0.06380208333333337,0.020833333333333332
2,B2,unseen,__all__,horizontal_new,0.20833333333333334,,0.3333333333333333,0.2890625,0.2890625,0.020833333333333332
2,B3,unseen,__all__,horizontal_new,0.2708333333333333,,0.3880597014925373,0.2890625,0.3285590277777778,0.0625
2,P1,unseen,__all__,horizontal_new,0.3125,,0.42857142857142855,0.2890625,0.2528211805555556,0.07291666666666667
2,B1,unseen,__all__,low_new,0.18749999999999997,0.18076923076923068,0.23095467695274835,0.07660590277777779,0.07660590277777779,-0.020833333333333336
2,B2,unseen,__all__,low_new,0.2708333333333333,0.39181286549707595,0.36187483634459283,0.28797743055555547,0.28797743055555547,-0.03125
2,B3,unseen,__all__,low_new,0.25,0.06060606060606066,0.308994708994709,0.28797743055555547,0.29361979166666674,0.04166666666666667
2,P1,unseen,__all__,low_new,0.3125,0.09333333333333338,0.3723997970573313,0.28797743055555547,0.26540798611111116,0.04166666666666667
2,B1,unseen,__all__,two_new,0.0625,0.125,0.09482758620689657,0.06684027777777779,0.06684027777777779,-0.010416666666666666
2,B2,unseen,__all__,two_new,0.14583333333333331,0.34523809523809523,0.2212121212121212,0.29709201388888884,0.29709201388888884,-0.020833333333333336
2,B3,unseen,__all__,two_new,0.3125,0.21818181818181825,0.40107816711590294,0.29709201388888884,0.30859375,0.020833333333333332
2,P1,unseen,__all__,two_new,0.33333333333333337,0.07407407407407407,0.3851851851851852,0.29709201388888884,0.2348090277777778,0.05208333333333334
2,B1,unseen,__all__,vertical_new,0.14583333333333334,0.2333333333333334,0.2319134550371873,0.05164930555555558,0.05164930555555558,0.0
2,B2,unseen,__all__,vertical_new,0.20833333333333334,,0.3389830508474576,0.25651041666666674,0.25651041666666674,0.010416666666666666
2,B3,unseen,__all__,vertical_new,0.3125,,0.43478260869565216,0.25651041666666674,0.32899305555555547,0.0625
2,P1,unseen,__all__,vertical_new,0.3333333333333333,,0.47761194029850745,0.25651041666666674,0.2684461805555556,0.03125
2,B1,unseen,__all__,wide_new,0.12499999999999997,0.2222222222222222,0.180615473109002,0.08224826388888895,0.08224826388888895,-0.020833333333333332
2,B2,unseen,__all__,wide_new,0.25,0.4411764705882353,0.3494505494505495,0.29210069444444453,0.29210069444444453,-0.03125
2,B3,unseen,__all__,wide_new,0.3958333333333333,0.1333333333333333,0.4508950169327528,0.29210069444444453,0.2866753472222222,0.0625
2,P1,unseen,__all__,wide_new,0.39583333333333337,0.15476190476190477,0.4571150097465887,0.29210069444444453,0.26193576388888884,0.03125
2,B1,unseen,harsh,__all__,0.19166666666666668,0.17142857142857137,0.23045761440360085,0.08395833333333336,0.08395833333333336,-0.025
2,B2,unseen,harsh,__all__,0.35833333333333334,0.3763661202185793,0.4382289748311847,0.32649305555555563,0.32649305555555563,-0.024999999999999998
2,B3,unseen,harsh,__all__,0.23333333333333334,0.32499999999999996,0.3279411764705882,0.32649305555555563,0.32649305555555563,-0.01666666666666667
2,P1,unseen,harsh,__all__,0.2666666666666666,0.23129251700680276,0.34679701569333676,0.32649305555555563,0.3322569444444444,-0.004166666666666669
2,B1,unseen,harsh,horizontal_new,0.2916666666666667,0.0,0.36601307189542487,0.08420138888888884,0.08420138888888884,0.0
2,B2,unseen,harsh,horizontal_new,0.375,,0.5294117647058824,0.3289930555555556,0.3289930555555556,0.020833333333333332
2,B3,unseen,harsh,horizontal_new,0.125,,0.2222222222222222,0.3289930555555556,0.3289930555555556,0.0
2,P1,unseen,harsh,horizontal_new,0.20833333333333334,,0.3333333333333333,0.3289930555555556,0.3289930555555556,0.020833333333333332
2,B1,unseen,harsh,low_new,0.24999999999999994,0.16666666666666663,0.24444444444444446,0.06684027777777779,0.06684027777777779,-0.041666666666666664
2,B2,unseen,harsh,low_new,0.41666666666666663,0.3819444444444444,0.44696969696969696,0.31857638888888895,0.31857638888888895,-0.0625
2,B3,unseen,harsh,low_new,0.20833333333333334,0.33333333333333337,0.27878787878787875,0.31857638888888895,0.31857638888888895,-0.041666666666666664
2,P1,unseen,harsh,low_new,0.29166666666666663,0.25,0.3444444444444445,0.31857638888888895,0.31857638888888895,-0.020833333333333332
2,B1,unseen,harsh,two_new,0.04166666666666663,0.125,0.0625,0.08420138888888884,0.08420138888888884,-0.020833333333333332
2,B2,unseen,harsh,two_new,0.29166666666666663,0.34523809523809523,0.3530465949820789,0.3237847222222222,0.3237847222222222,-0.04166666666666667
2,B3,unseen,harsh,two_new,0.20833333333333331,0.4,0.2931034482758621,0.3237847222222222,0.3237847222222222,-0.041666666666666664
2,P1,unseen,harsh,two_new,0.20833333333333334,0.2333333333333334,0.2627450980392157,0.3237847222222222,0.3237847222222222,-0.020833333333333332
2,B1,unseen,harsh,vertical_new,0.20833333333333337,0.33333333333333337,0.3034647550776583,0.06336805555555558,0.06336805555555558,-0.020833333333333332
2,B2,unseen,harsh,vertical_new,0.3333333333333333,,0.48484848484848486,0.2690972222222222,0.2690972222222222,0.020833333333333332
2,B3,unseen,harsh,vertical_new,0.25,,0.3870967741935484,0.2690972222222222,0.2690972222222222,0.020833333333333332
2,P1,unseen,harsh,vertical_new,0.25,,0.3870967741935484,0.2690972222222222,0.30729166666666663,0.020833333333333332
2,B1,unseen,harsh,wide_new,0.16666666666666663,0.2222222222222222,0.2043290043290043,0.09635416666666663,0.09635416666666663,-0.041666666666666664
2,B2,unseen,harsh,wide_new,0.375,0.4285714285714286,0.4342105263157895,0.3211805555555556,0.3211805555555556,-0.0625
2,B3,unseen,harsh,wide_new,0.375,0.32307692307692315,0.4417520969245108,0.3211805555555556,0.3211805555555556,-0.020833333333333332
2,P1,unseen,harsh,wide_new,0.375,0.261904761904762,0.41754385964912283,0.3211805555555556,0.32986111111111105,-0.020833333333333332
2,B1,unseen,standard,__all__,0.1,0.75,0.17647058823529413,0.021944444444444433,0.021944444444444433,0.0125
2,B2,unseen,standard,__all__,0.075,,0.13846153846153847,0.24416666666666664,0.24416666666666664,0.004166666666666667
2,B3,unseen,standard,__all__,0.38333333333333336,,0.4742268041237113,0.24416666666666664,0.24416666666666664,0.11666666666666667
2,P1,unseen,standard,__all__,0.4083333333333333,,0.5104166666666666,0.24416666666666664,0.14479166666666665,0.09583333333333334
2,B1,unseen,standard,horizontal_new,0.125,,0.20689655172413793,0.02517361111111116,0.02517361111111116,0.041666666666666664
2,B2,unseen,standard,horizontal_new,0.041666666666666664,,0.07692307692307693,0.21875,0.21875,0.020833333333333332
2,B3,unseen,standard,horizontal_new,0.4166666666666667,,0.5,0.21875,0.21875,0.125
2,P1,unseen,standard,horizontal_new,0.4166666666666667,,0.5,0.21875,0.12586805555555547,0.125
2,B1,unseen,standard,low_new,0.125,0.75,0.21428571428571427,0.03038194444444442,0.03038194444444442,0.0
2,B2,unseen,standard,low_new,0.125,,0.2222222222222222,0.2456597222222222,0.2456597222222222,0.0
2,B3,unseen,standard,low_new,0.2916666666666667,,0.3783783783783784,0.2456597222222222,0.2456597222222222,0.125
2,P1,unseen,standard,low_new,0.3333333333333333,,0.43243243243243246,0.2456597222222222,0.1762152777777778,0.10416666666666667
2,B1,unseen,standard,two_new,0.08333333333333333,,0.15384615384615385,0.02430555555555558,0.02430555555555558,0.0
2,B2,unseen,standard,two_new,0.0,,0.0,0.26822916666666674,0.26822916666666674,0.0
2,B3,unseen,standard,two_new,0.4166666666666667,,0.5263157894736842,0.26822916666666674,0.26822916666666674,0.08333333333333333
2,P1,unseen,standard,two_new,0.4583333333333333,,0.5365853658536586,0.26822916666666674,0.10416666666666674,0.125
2,B1,unseen,standard,vertical_new,0.08333333333333333,,0.14814814814814814,0.02083333333333337,0.02083333333333337,0.020833333333333332
2,B2,unseen,standard,vertical_new,0.08333333333333333,,0.15384615384615385,0.2152777777777778,0.2152777777777778,0.0
2,B3,unseen,standard,vertical_new,0.375,,0.47368421052631576,0.2152777777777778,0.2152777777777778,0.10416666666666667
2,P1,unseen,standard,vertical_new,0.4166666666666667,,0.5555555555555556,0.2152777777777778,0.14756944444444442,0.041666666666666664
2,B1,unseen,standard,wide_new,0.08333333333333333,,0.15384615384615385,0.03732638888888895,0.03732638888888895,0.0
2,B2,unseen,standard,wide_new,0.125,,0.2222222222222222,0.2621527777777778,0.2621527777777778,0.0
2,B3,unseen,standard,wide_new,0.4166666666666667,,0.4878048780487805,0.2621527777777778,0.2621527777777778,0.14583333333333334
2,P1,unseen,standard,wide_new,0.4166666666666667,,0.5263157894736842,0.2621527777777778,0.1640625,0.08333333333333333
3,B1,all,__all__,__all__,-0.0078125,0.02404752019927825,-0.0025357080440412405,-0.02047051323784721,-0.02047051323784721,-0.006510416666666664
3,B2,all,__all__,__all__,0.21875,0.27215041128084605,0.31810890188928925,0.11088053385416674,0.11088053385416674,-0.0078125
3,B3,all,__all__,__all__,0.15364583333333331,0.0368421052631579,0.2188345453498858,0.11088053385416674,0.16508653428819442,0.016927083333333332
3,P1,all,__all__,__all__,0.24739583333333331,0.12884238064094178,0.3399590079370538,0.11088053385416674,0.13112046983506942,0.014322916666666668
3,B1,seen,__all__,__all__,0.020833333333333315,0.038961038961038974,0.02714932126696834,-0.005449459876543217,-0.005449459876543217,-0.010416666666666664
3,B2,seen,__all__,__all__,0.2986111111111111,0.23653395784543318,0.3840354767184035,0.12280574845679015,0.12280574845679015,-0.010416666666666666
3,B3,seen,__all__,__all__,0.17361111111111113,0.036658141517476595,0.22373714110241058,0.12280574845679015,0.17170621141975306,0.010416666666666668
3,P1,seen,__all__,__all__,0.3263888888888889,0.13571428571428568,0.3965124230681559,0.12280574845679015,0.14870273919753085,0.010416666666666664
3,B1,seen,__all__,central_furniture,0.0,0.06868131868131866,0.017780938833570348,-0.01085069444444442,-0.01085069444444442,-0.020833333333333336
3,B2,seen,__all__,central_furniture,0.25,0.27450980392156865,0.3441595441595442,0.13194444444444453,0.13194444444444453,-0.010416666666666666
3,B3,seen,__all__,central_furniture,0.14583333333333331,0.20879120879120883,0.21162444113263784,0.13194444444444453,0.17664930555555558,-0.010416666666666666
3,P1,seen,__all__,central_furniture,0.25,0.2222222222222222,0.3367003367003367,0.13194444444444453,0.15060763888888884,0.0
3,B1,seen,__all__,clear,0.0,0.0566959921798631,0.0181278324738241,0.0026041666666666297,0.0026041666666666297,-0.020833333333333332
3,B2,seen,__all__,clear,0.33333333333333337,0.2142857142857143,0.3651612903225806,0.13216145833333337,0.13216145833333337,-0.03125
3,B3,seen,__all__,clear,0.16666666666666669,0.046376811594202816,0.1788508830762352,0.13216145833333337,0.16080729166666663,0.0
3,P1,seen,__all__,clear,0.39583333333333337,0.1517857142857143,0.3951612903225806,0.13216145833333337,0.14865451388888895,-0.010416666666666668
3,B1,seen,__all__,vertical_mid,0.0625,-0.03749999999999998,0.06066176470588236,-0.00802951388888884,-0.00802951388888884,0.010416666666666666
3,B2,seen,__all__,vertical_mid,0.3125,0.8823529411764706,0.46153846153846156,0.08615451388888884,0.08615451388888884,0.010416666666666666
3,B3,seen,__all__,vertical_mid,0.20833333333333331,-0.2666666666666667,0.30839002267573695,0.08615451388888884,0.16449652777777768,0.041666666666666664
3,P1,seen,__all__,vertical_mid,0.3333333333333333,,0.47058823529411764,0.08615451388888884,0.11762152777777779,0.041666666666666664
3,B1,seen,harsh,__all__,0.01388888888888895,0.06190476190476191,0.03434343434343434,0.011766975308641903,0.011766975308641903,-0.027777777777777776
3,B2,seen,harsh,__all__,0.43055555555555547,0.25,0.45357406042741344,0.14660493827160492,0.14660493827160492,-0.034722222222222224
3,B3,seen,harsh,__all__,0.23611111111111113,0.1428571428571429,0.29518765830071375,0.14660493827160492,0.14660493827160492,-0.013888888888888888
3,P1,seen,harsh,__all__,0.4444444444444444,0.1875,0.4737762237762238,0.14660493827160492,0.15171682098765438,-0.020833333333333332
3,B1,seen,harsh,central_furniture,-0.04166666666666663,0.08333333333333337,0.01666666666666672,0.0008680555555554692,0.0008680555555554692,-0.041666666666666664
3,B2,seen,harsh,central_furniture,0.375,0.33333333333333337,0.4360360360360361,0.13454861111111105,0.13454861111111105,-0.041666666666666664
3,B3,seen,harsh,central_furniture,0.20833333333333334,0.19999999999999996,0.2695924764890282,0.13454861111111105,0.13454861111111105,-0.020833333333333332
3,P1,seen,harsh,central_furniture,0.33333333333333337,0.19999999999999996,0.3908045977011494,0.13454861111111105,0.13802083333333326,-0.020833333333333332
3,B1,seen,harsh,clear,0.0,0.07371794871794879,0.03833333333333333,0.00347222222222221,0.00347222222222221,-0.04166666666666667
3,B2,seen,harsh,clear,0.4583333333333333,0.15384615384615385,0.3619271445358402,0.1284722222222222,0.1284722222222222,-0.041666666666666664
3,B3,seen,harsh,clear,0.2916666666666667,0.11111111111111116,0.2843822843822844,0.1284722222222222,0.1284722222222222,-0.020833333333333332
3,P1,seen,harsh,clear,0.5416666666666666,0.18181818181818177,0.4422360248447206,0.1284722222222222,0.13107638888888884,-0.041666666666666664
3,B1,seen,harsh,vertical_mid,0.08333333333333337,0.01025641025641022,0.06930006930006927,0.01215277777777779,0.01215277777777779,0.0
3,B2,seen,harsh,vertical_mid,0.4583333333333333,1.0,0.6285714285714286,0.14670138888888884,0.14670138888888884,-0.020833333333333332
3,B3,seen,harsh,vertical_mid,0.20833333333333334,,0.3448275862068966,0.14670138888888884,0.14670138888888884,0.0
3,P1,seen,harsh,vertical_mid,0.4583333333333333,,0.6285714285714286,0.14670138888888884,0.1519097222222222,0.0
3,B1,seen,standard,__all__,0.02777777777777779,-0.03361344537815125,0.03553697413117324,-0.05902777777777768,-0.05902777777777768,0.006944444444444444
3,B2,seen,standard,__all__,0.16666666666666666,0.8,0.27586206896551724,0.08603395061728392,0.08603395061728392,0.013888888888888888
3,B3,seen,standard,__all__,0.11111111111111112,-0.09595959595959602,0.14630942999737329,0.08603395061728392,0.08603395061728392,0.034722222222222224
3,P1,seen,standard,__all__,0.20833333333333331,0.18000000000000005,0.29788388497015733,0.08603395061728392,0.07841435185185186,0.041666666666666664
3,B1,seen,standard,central_furniture,0.04166666666666666,0.050000000000000044,0.061576354679802964,-0.07378472222222221,-0.07378472222222221,0.0
3,B2,seen,standard,central_furniture,0.125,,0.21428571428571427,0.10763888888888884,0.10763888888888884,0.020833333333333332
3,B3,seen,standard,central_furniture,0.08333333333333334,0.25,0.13736263736263735,0.10763888888888884,0.10763888888888884,0.0
3,P1,seen,standard,central_furniture,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.10763888888888884,0.09201388888888895,0.020833333333333332
3,B1,seen,standard,clear,0.0,0.0,0.0,-0.04513888888888884,-0.04513888888888884,0.0
3,B2,seen,standard,clear,0.20833333333333334,1.0,0.3448275862068966,0.12673611111111105,0.12673611111111105,-0.020833333333333332
3,B3,seen,standard,clear,0.04166666666666666,-0.08333333333333337,0.041666666666666685,0.12673611111111105,0.12673611111111105,0.020833333333333332
3,P1,seen,standard,clear,0.25,0.13333333333333341,0.3224400871459695,0.12673611111111105,0.12673611111111105,0.020833333333333332
3,B1,seen,standard,vertical_mid,0.04166666666666666,-0.19999999999999996,0.05363984674329503,-0.05034722222222221,-0.05034722222222221,0.020833333333333332
3,B2,seen,standard,vertical_mid,0.16666666666666666,,0.26666666666666666,0.0078125,0.0078125,0.041666666666666664
3,B3,seen,standard,vertical_mid,0.20833333333333334,-0.4,0.27294117647058824,0.0078125,0.0078125,0.08333333333333333
3,P1,seen,standard,vertical_mid,0.20833333333333334,,0.30303030303030304,0.0078125,-0.00434027777777779,0.08333333333333333
