budget,method,scope,facility,geometry,n_seeds,recall_n_defined,recall_mean,recall_std,precision_n_defined,precision_mean,precision_std,f1_n_defined,f1_mean,f1_std,auroc_n_defined,auroc_mean,auroc_std,margin_auroc_n_defined,margin_auroc_mean,margin_auroc_std,false_positive_rate_n_defined,false_positive_rate_mean,false_positive_rate_std
0.1,P1_minus_B3,unseen,__all__,__all__,5,5,0.0008333333333333332,0.007453559924999297,5,0.03952556948042585,0.08661919984524012,5,0.0016218721768524098,0.011238235004744948,5,0.0,0.0,5,0.0026267361111111053,0.0029032442163291765,5,-0.002083333333333334,0.010622957319984968
0.1,P1_minus_B3,unseen,__all__,horizontal_new,5,5,0.0,0.0,1,,,5,-0.0005120327700972871,0.0011449400806450558,5,0.0,0.0,5,0.031770833333333325,0.022814652696027102,5,0.0041666666666666675,0.005705443307345482
0.1,P1_minus_B3,unseen,__all__,low_new,5,5,0.0,0.02083333333333333,5,0.03549081035923143,0.0361931858446423,5,0.005644108110405904,0.023339657011829263,5,0.0,0.0,5,0.008940972222222232,0.007734345772484961,5,-0.0125,0.022582795196540415
0.1,P1_minus_B3,unseen,__all__,two_new,5,5,-0.004166666666666668,0.009316949906249128,5,0.07821678321678321,0.25501624399803463,5,-0.005792968150067276,0.013762363942666379,5,0.0,0.0,5,0.007074652777777768,0.0063448270196543866,5,-0.0041666666666666675,0.018922814713109325
0.1,P1_minus_B3,unseen,__all__,vertical_new,5,5,0.0,0.0,4,,,5,-0.0007259528130671489,0.0016232798384753424,5,0.0,0.0,5,4.340277777781232e-05,0.006823697982370737,5,0.002083333333333333,0.004658474953124561
0.1,P1_minus_B3,unseen,__all__,wide_new,5,5,0.00833333333333333,0.011410886614690956,5,0.10175213675213675,0.22640017739469204,5,0.012156029131616609,0.01835949029869613,5,0.0,0.0,5,-0.014062499999999955,0.011575611153722118,5,3.469446951953614e-18,0.016470196146710313
0.1,P1_minus_B3,unseen,harsh,__all__,5,5,0.011666666666666664,0.007453559924999297,5,-0.04730390477590925,0.019190441586438477,5,0.011117185139530689,0.010670019359065738,5,0.0,0.0,5,-0.0023888888888888627,0.0016016318958918916,5,0.016666666666666666,0.01062295731998497
0.1,P1_minus_B3,unseen,harsh,horizontal_new,5,5,0.0,0.0,1,,,5,-0.0009195402298850574,0.0020561544620687723,5,0.0,0.0,5,-0.018576388888888885,0.012223874375392225,5,0.008333333333333331,0.01141088661469096
0.1,P1_minus_B3,unseen,harsh,low_new,5,5,0.041666666666666664,0.029462782549439483,5,-0.017331557331557324,0.045587168961900536,5,0.03411785779907224,0.03126703231996901,5,0.0,0.0,5,0.0,0.0,5,0.029166666666666664,0.018633899812498248
0.1,P1_minus_B3,unseen,harsh,two_new,5,5,0.0,0.0,5,-0.07999999999999999,0.08366600265340753,5,-0.008833188447792916,0.008770270411557235,5,0.0,0.0,5,0.0,0.0,5,0.020833333333333336,0.020833333333333336
0.1,P1_minus_B3,unseen,harsh,vertical_new,5,5,0.0,0.0,4,,,5,-0.0018390804597701149,0.0041123089241375445,5,0.0,0.0,5,0.0,0.0,5,0.004166666666666667,0.009316949906249124
0.1,P1_minus_B3,unseen,harsh,wide_new,5,5,0.01666666666666666,0.022821773229381913,5,-0.04373949579831933,0.04814372548725435,5,0.013082478133856467,0.033961926153853995,5,0.0,0.0,5,0.0,0.0,5,0.020833333333333332,0.020833333333333332
0.1,P1_minus_B3,unseen,standard,__all__,5,5,-0.009999999999999998,0.013693063937629152,3,,,5,-0.01738051097918882,0.0242163870857522,5,0.0,0.0,5,-0.00810416666666668,0.016462409393293787,5,-0.020833333333333332,0.019094065395649337
0.1,P1_minus_B3,unseen,standard,horizontal_new,5,5,0.0,0.0,1,,,5,0.0,0.0,5,0.0,0.0,5,0.0421875,0.04744858684020753,5,0.0,0.0
0.1,P1_minus_B3,unseen,standard,low_new,5,5,-0.04166666666666667,0.05103103630798288,3,,,5,-0.06067342799188641,0.07208954585596138,5,0.0,0.0,5,0.008854166666666673,0.012793148213153145,5,-0.05416666666666666,0.054326686710022075
0.1,P1_minus_B3,unseen,standard,two_new,5,5,-0.008333333333333333,0.018633899812498248,2,,,5,-0.014285714285714285,0.031943828249996996,5,0.0,0.0,5,0.006076388888888884,0.01377995474512808,5,-0.029166666666666664,0.02795084971874737
0.1,P1_minus_B3,unseen,standard,vertical_new,5,5,0.0,0.0,1,,,5,0.0,0.0,5,0.0,0.0,5,-0.05277777777777777,0.04278818331462253,5,0.0,0.0
0.1,P1_minus_B3,unseen,standard,wide_new,5,5,0.0,0.0,2,,,5,0.0,0.0,5,0.0,0.0,5,-0.041145833333333326,0.02783603916141786,5,-0.020833333333333332,0.020833333333333332
0.15,P1_minus_B3,all,__all__,__all__,5,5,0.006770833333333323,0.010018429198787156,5,-0.007919558842732977,0.020451660437155808,5,0.0075223560260431425,0.012703707254368788,5,0.0,0.0,5,-0.0011881510416666518,0.0017040872126250456,5,0.00625,0.009890692195225493
0.15,P1_minus_B3,seen,__all__,__all__,5,5,-0.001388888888888884,0.01583576979304358,5,-0.024119273985270317,0.020821355451412678,5,-0.00507131961558967,0.0179136570813485,5,0.0,0.0,5,-0.004841820987654288,0.005067427911678382,5,0.010416666666666666,0.012276159395599784
0.15,P1_minus_B3,seen,__all__,central_furniture,5,5,-0.004166666666666666,0.02716334335501104,5,-0.008729516097937174,0.014483600124648074,5,-0.0019127453887685774,0.03016277847981047,5,0.0,0.0,5,-0.008940972222222187,0.006498469941556092,5,-4.163336342344337e-18,0.018042195912175804
0.15,P1_minus_B3,seen,__all__,clear,5,5,0.016666666666666673,0.017430417219459916,5,-0.005942913710608799,0.019618350120146344,5,0.00927978137280464,0.01630974891727572,5,0.0,0.0,5,0.0006076388888888839,0.0012504219002506848,5,0.01666666666666667,0.015797657175107397
0.15,P1_minus_B3,seen,__all__,vertical_mid,5,5,-0.016666666666666666,0.017430417219459905,5,-0.48,0.3812260921465546,5,-0.03258057940157195,0.03230660631261725,5,0.0,0.0,5,0.009071180555555535,0.009821407042249312,5,0.014583333333333334,0.011876827344782688
0.15,P1_minus_B3,seen,harsh,__all__,5,5,0.025000000000000005,0.02484519974999766,5,-0.03710741203950445,0.027595777180006477,5,0.010513304650944865,0.021913775960642496,5,0.0,0.0,5,-0.0010802469135802629,0.0009509072178909455,5,0.03888888888888888,0.028884214365396423
0.15,P1_minus_B3,seen,harsh,central_furniture,5,5,0.025000000000000005,0.037267799624996496,5,-0.07613016498465416,0.08974737672770058,5,0.0013147572580853196,0.03561754671008505,5,0.0,0.0,5,0.0,0.0,5,0.054166666666666675,0.04796193513842225
0.15,P1_minus_B3,seen,harsh,clear,5,5,0.03333333333333334,0.03486083443891981,5,-0.010528847370952643,0.029800547899351368,5,0.012657420231321381,0.027533351088847798,5,0.0,0.0,5,-0.0024305555555556024,0.002839483894756249,5,0.03333333333333334,0.0315953143502148
0.15,P1_minus_B3,seen,harsh,vertical_mid,5,5,0.016666666666666666,0.02282177322938192,4,,,5,0.0259946949602122,0.035705716011594356,5,0.0,0.0,5,-0.000694444444444442,0.001131805973125445,5,0.029166666666666667,0.023753654689565376
0.15,P1_minus_B3,seen,standard,__all__,5,5,-0.02777777777777778,0.019641855032959656,5,-0.009604023427552833,0.05319893166434302,5,-0.03743638081181142,0.02755198456102721,5,0.0,0.0,5,-0.020968364197530898,0.0170377496995868,5,-0.018055555555555557,0.015214515486254616
0.15,P1_minus_B3,seen,standard,central_furniture,5,5,-0.03333333333333333,0.03486083443891982,4,,,5,-0.04703838574806317,0.05068190767841032,5,0.0,0.0,5,-0.030555555555555558,0.02653894425758302,5,-0.05416666666666666,0.04564354645876384
0.15,P1_minus_B3,seen,standard,clear,5,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0038194444444444643,0.003165726133474043,5,0.0,0.0
0.15,P1_minus_B3,seen,standard,vertical_mid,5,5,-0.05,0.03486083443891981,1,,,5,-0.09353846153846154,0.06401183322557955,5,0.0,0.0,5,-0.04600694444444442,0.03152010009612031,5,0.0,0.0
0.15,P1_minus_B3,unseen,__all__,__all__,5,5,0.011666666666666667,0.007453559924999297,5,0.00787707016794843,0.03160989260643425,5,0.016112774910310664,0.011304549998271568,5,0.0,0.0,5,0.0020086805555555864,0.0020904789205086764,5,0.0037500000000000007,0.009009061796016524
0.15,P1_minus_B3,unseen,__all__,horizontal_new,5,5,0.0,0.0,3,,,5,0.0,0.0,5,0.0,0.0,5,0.03190104166666667,0.016971540621542668,5,0.0020833333333333333,0.004658474953124562
0.15,P1_minus_B3,unseen,__all__,low_new,5,5,0.020833333333333343,0.020833333333333343,5,0.00672099982397466,0.05559187516249583,5,0.020864409707095754,0.02982035704315363,5,0.0,0.0,5,0.009071180555555558,0.006180896916290939,5,0.010416666666666666,0.025515518153991435
0.15,P1_minus_B3,unseen,__all__,two_new,5,5,0.008333333333333337,0.01863389981249824,5,-0.0015198982304245544,0.07062269737241221,5,0.012630557852527402,0.02279259397969057,5,0.0,0.0,5,0.006684027777777768,0.0061445979464968496,5,-2.7755575615628915e-18,0.019487798889447613
0.15,P1_minus_B3,unseen,__all__,vertical_new,5,5,0.008333333333333328,0.011410886614690956,4,,,5,0.012269696611038789,0.017853595356966307,5,0.0,0.0,5,0.002473958333333326,0.005159730546435988,5,0.0020833333333333333,0.004658474953124562
0.15,P1_minus_B3,unseen,__all__,wide_new,5,5,0.02083333333333334,0.014731391274719742,5,0.019385176227281496,0.012433550950648133,5,0.027867751650132534,0.02097651902631369,5,0.0,0.0,5,-0.012717013888888906,0.008842616973482337,5,0.004166666666666664,0.009316949906249133
0.15,P1_minus_B3,unseen,harsh,__all__,5,5,0.03499999999999999,0.012360330811826102,5,-0.05458232784310278,0.072663850539858,5,0.03053407700294422,0.015289923026510584,5,0.0,0.0,5,-0.0021388888888888903,0.0015225605362085685,5,0.0375,0.030190368221228
0.15,P1_minus_B3,unseen,harsh,horizontal_new,5,5,0.0,0.0,3,,,5,0.0,0.0,5,0.0,0.0,5,-0.01597222222222221,0.011493134231016382,5,0.004166666666666667,0.009316949906249124
0.15,P1_minus_B3,unseen,harsh,low_new,5,5,0.05833333333333333,0.037267799624996496,5,-0.022010854642433596,0.07712310710283031,5,0.033027510236812566,0.05196818561197505,5,0.0,0.0,5,0.0,0.0,5,0.05833333333333333,0.06972166887783963
0.15,P1_minus_B3,unseen,harsh,two_new,5,5,0.04166666666666667,0.029462782549439483,5,-0.12393483709273183,0.21250321224862653,5,0.019060944655299915,0.019955992233641237,5,0.0,0.0,5,0.0,0.0,5,0.05833333333333333,0.04750730937913075
0.15,P1_minus_B3,unseen,harsh,vertical_new,5,5,0.016666666666666656,0.022821773229381913,4,,,5,0.022622622622622622,0.03336202836832258,5,0.0,0.0,5,0.0,0.0,5,0.004166666666666667,0.009316949906249124
0.15,P1_minus_B3,unseen,harsh,wide_new,5,5,0.05833333333333335,0.02282177322938192,5,-0.10858130173919647,0.16570880054596454,5,0.037882205953341394,0.021152893129050436,5,0.0,0.0,5,0.0,0.0,5,0.062499999999999986,0.03294039229342062
0.15,P1_minus_B3,unseen,standard,__all__,5,5,-0.011666666666666667,0.01263812574008592,5,0.1374092574092574,0.21599200375980757,5,-0.016966241722424752,0.018655997188751695,5,0.0,0.0,5,-0.010027777777777813,0.010744252922931116,5,-0.03,0.024008100484813222
0.15,P1_minus_B3,unseen,standard,horizontal_new,5,5,0.0,0.0,1,,,5,0.0,0.0,5,0.0,0.0,5,0.037847222222222185,0.03458959043685696,5,0.0,0.0
0.15,P1_minus_B3,unseen,standard,low_new,5,5,-0.016666666666666663,0.02282177322938192,5,0.04727272727272726,0.23314238546610616,5,-0.016580915891260716,0.03579019936056392,5,0.0,0.0,5,0.009548611111111115,0.010434735486259826,5,-0.037500000000000006,0.030900827029565266
0.15,P1_minus_B3,unseen,standard,two_new,5,5,-0.025,0.037267799624996496,3,,,5,-0.035129521016617794,0.053584475360694266,5,0.0,0.0,5,0.009548611111111115,0.010398566450269915,5,-0.058333333333333334,0.05392574627310327
0.15,P1_minus_B3,unseen,standard,vertical_new,5,5,0.0,0.0,1,,,5,0.0,0.0,5,0.0,0.0,5,-0.06197916666666666,0.038290992241068356,5,0.0,0.0
0.15,P1_minus_B3,unseen,standard,wide_new,5,5,-0.016666666666666666,0.02282177322938192,2,,,5,-0.027126436781609198,0.03715329443832078,5,0.0,0.0,5,-0.034722222222222224,0.025618671116968243,5,-0.054166666666666675,0.03784562942621865
0.2,P1_minus_B3,all,__all__,__all__,5,5,-0.0031250000000000054,0.021268246863641066,5,-0.008282971035866194,0.02270181140468824,5,-0.0037809066767323816,0.02539879964128217,5,0.0,0.0,5,-0.00235663519965279,0.00265988592795516,5,0.0018229166666666684,0.008617391722799114
0.2,P1_minus_B3,seen,__all__,__all__,5,5,-0.011111111111111117,0.02000675040401102,5,-0.020064556986101857,0.02312880090152729,5,-0.013863366807874467,0.022406006991055605,5,0.0,0.0,5,-0.006095679012345668,0.006370839803614476,5,0.004861111111111099,0.009054447785003682
0.2,P1_minus_B3,seen,__all__,central_furniture,5,5,-0.012500000000000006,0.04061164310337068,5,-0.014666219213886545,0.027719470222677036,5,-0.01068420541527968,0.03588680155407238,5,0.0,0.0,5,-0.010807291666666673,0.004373785587073285,5,-0.0020833333333333316,0.03784562942621865
0.2,P1_minus_B3,seen,__all__,clear,5,5,0.004166666666666674,0.022821773229381927,5,-0.011235161150605733,0.011281992098705174,5,-0.0016404233835029091,0.016524481088491975,5,0.0,0.0,5,-0.0003472222222222099,0.0016064891947327486,5,0.010416666666666663,0.010416666666666664
0.2,P1_minus_B3,seen,__all__,vertical_mid,5,5,-0.024999999999999998,0.027163343355011037,5,-0.3029591836734694,0.4233225095661377,5,-0.02968699455402988,0.03068039823446164,5,0.0,0.0,5,0.00538194444444442,0.006620524339681179,5,0.006249999999999997,0.02909216675785197
0.2,P1_minus_B3,seen,harsh,__all__,5,5,0.005555555555555558,0.04668815642769891,5,-0.011016682844191428,0.019189607560441364,5,0.001157442536385278,0.03124002128522856,5,0.0,0.0,5,-0.0012731481481481842,0.0007100757067633499,5,0.018055555555555564,0.023344078213849453
0.2,P1_minus_B3,seen,harsh,central_furniture,5,5,0.016666666666666663,0.0631906287004296,5,-0.02405443831530788,0.038715716272837396,5,-0.000650434405979583,0.047811990751962574,5,0.0,0.0,5,0.0,0.0,5,0.029166666666666664,0.043200919486099415
0.2,P1_minus_B3,seen,harsh,clear,5,5,0.0,0.0,5,-0.009487179487179486,0.014264801072513971,5,-0.00496598639455782,0.007434910454760923,5,0.0,0.0,5,-0.003298611111111116,0.002408756410679109,5,0.012499999999999989,0.01863389981249823
0.2,P1_minus_B3,seen,harsh,vertical_mid,5,5,2.7755575615628915e-18,0.07795119555779045,4,,,5,0.02530835610199155,0.06824386619131441,5,0.0,0.0,5,-0.0008680555555555358,0.001063146589749628,5,0.012500000000000006,0.047961935138422236
0.2,P1_minus_B3,seen,standard,__all__,5,5,-0.02777777777777779,0.05103103630798287,5,-0.04733559949607905,0.048319825081711676,5,-0.04075942766353011,0.05632948593616369,5,0.0,0.0,5,-0.020119598765432133,0.017130726611660322,5,-0.008333333333333335,0.017975248757701092
0.2,P1_minus_B3,seen,standard,central_furniture,5,5,-0.041666666666666664,0.08838834764831845,5,-0.035425685425685416,0.10083646950630384,5,-0.05742742323387484,0.11084430084617461,5,0.0,0.0,5,-0.03246527777777779,0.024146927802504888,5,-0.03333333333333334,0.04796193513842225
0.2,P1_minus_B3,seen,standard,clear,5,5,0.008333333333333331,0.04564354645876383,5,-0.010601163542339998,0.019053273098322453,5,0.0030253616903167637,0.037762986401524076,5,0.0,0.0,5,0.004166666666666696,0.0027035436636106557,5,0.008333333333333331,0.018633899812498245
0.2,P1_minus_B3,seen,standard,vertical_mid,5,5,-0.05,0.03486083443891981,4,,,5,-0.0867092907092907,0.06249725083050371,5,0.0,0.0,5,-0.04305555555555555,0.03290377150133925,5,-2.0816681711721684e-18,0.014731391274719743
0.2,P1_minus_B3,unseen,__all__,__all__,5,5,0.0016666666666666692,0.02255394767120726,5,0.003449530189193295,0.026601915293939203,5,0.0033900906764474047,0.02898234994685993,5,0.0,0.0,5,0.0010590277777777768,0.0012064410870202711,5,2.7755575615628915e-18,0.009547032697824661
0.2,P1_minus_B3,unseen,__all__,horizontal_new,5,5,-0.008333333333333337,0.018633899812498255,4,,,5,-0.00589903573454339,0.013190644904139424,5,0.0,0.0,5,0.032682291666666696,0.016587443501428975,5,-0.004166666666666668,0.009316949906249128
0.2,P1_minus_B3,unseen,__all__,low_new,5,5,0.012499999999999994,0.037845629426218656,5,0.0032766255805744106,0.035536469973367256,5,0.011535476427355734,0.03798074735213828,5,0.0,0.0,5,0.00629340277777779,0.005837229885552453,5,0.004166666666666668,0.02030582155168534
0.2,P1_minus_B3,unseen,__all__,two_new,5,5,0.016666666666666666,0.03423265984407289,5,0.01384089327910839,0.042881934830649525,5,0.019671786623157845,0.040788587759956904,5,0.0,0.0,5,0.0072482638888889065,0.005037340674463249,5,0.004166666666666666,0.013975424859373687
0.2,P1_minus_B3,unseen,__all__,vertical_new,5,5,-0.012500000000000002,0.018633899812498255,4,,,5,-0.011103799065108206,0.016208927649122518,5,0.0,0.0,5,0.0024305555555555803,0.004748093289896925,5,-4.163336342344337e-18,0.02442924874908037
0.2,P1_minus_B3,unseen,__all__,wide_new,5,5,-5.551115123125783e-18,0.05103103630798288,5,0.0032793480881936456,0.06028707348033149,5,0.0032722846244889804,0.055495474008605584,5,0.0,0.0,5,-0.01436631944444442,0.0057894327361782735,5,-0.004166666666666666,0.02614562582918985
0.2,P1_minus_B3,unseen,harsh,__all__,5,5,0.01499999999999999,0.0360362471840661,5,-0.020432756304233312,0.023458357703648788,5,0.009539375320544686,0.03114528985296415,5,0.0,0.0,5,-0.0022291666666666376,0.0013859343574678348,5,0.025000000000000005,0.02375365468956538
0.2,P1_minus_B3,unseen,harsh,horizontal_new,5,5,-0.025,0.055901699437494755,4,,,5,-0.02432432432432432,0.05439084269594082,5,0.0,0.0,5,-0.01684027777777779,0.01049952577375593,5,0.0,0.0
0.2,P1_minus_B3,unseen,harsh,low_new,5,5,0.024999999999999988,0.03726779962499648,5,-0.006984628897672341,0.03216740230461595,5,0.00898980057653801,0.025936433593667728,5,0.0,0.0,5,0.0,0.0,5,0.029166666666666674,0.031595314350214794
0.2,P1_minus_B3,unseen,harsh,two_new,5,5,0.049999999999999996,0.054326686710022075,5,-0.018706766917293227,0.02564198603447894,5,0.026981768174248556,0.04569659389214305,5,0.0,0.0,5,0.0,0.0,5,0.05,0.03784562942621865
0.2,P1_minus_B3,unseen,harsh,vertical_new,5,5,-0.008333333333333337,0.018633899812498255,4,,,5,-0.0004077945541360095,0.0030716026155243456,5,0.0,0.0,5,0.0,0.0,5,-0.0041666666666666675,0.03423265984407289
0.2,P1_minus_B3,unseen,harsh,wide_new,5,5,0.03333333333333334,0.054326686710022075,5,-0.0400776397515528,0.0648761509470149,5,0.01045335904534902,0.04892221251663465,5,0.0,0.0,5,0.0,0.0,5,0.05,0.031595314350214794
0.2,P1_minus_B3,unseen,standard,__all__,5,5,-0.011666666666666662,0.030390970881350784,5,0.0647743061536165,0.12756510043605424,5,-0.02039896252682911,0.041121273384520825,5,0.0,0.0,5,-0.00820833333333335,0.011220775011538538,5,-0.024999999999999998,0.031595314350214794
0.2,P1_minus_B3,unseen,standard,horizontal_new,5,5,0.008333333333333326,0.018633899812498227,2,,,5,0.010241545893719806,0.02290079281304132,5,0.0,0.0,5,0.04756944444444444,0.03410585748597147,5,-0.008333333333333337,0.018633899812498255
0.2,P1_minus_B3,unseen,standard,low_new,5,5,-1.3877787807814458e-18,0.05892556509887895,5,0.09829836829836829,0.1905608767341454,5,5.659936694418777e-05,0.06203039559049923,5,0.0,0.0,5,0.009722222222222233,0.010709146189785508,5,-0.020833333333333336,0.05311478659992484
0.2,P1_minus_B3,unseen,standard,two_new,5,5,-0.016666666666666666,0.02282177322938192,5,0.003650793650793649,0.17366414156064566,5,-0.02557488891427186,0.03025362902881167,5,0.0,0.0,5,0.010763888888888884,0.008407152786668929,5,-0.04166666666666667,0.06073908223797188
0.2,P1_minus_B3,unseen,standard,vertical_new,5,5,-0.01666666666666667,0.022821773229381927,3,,,5,-0.021138211382113824,0.03358063628677891,5,0.0,0.0,5,-0.05555555555555556,0.04272473854973855,5,0.00416666666666667,0.0174304172194599
0.2,P1_minus_B3,unseen,standard,wide_new,5,5,-0.03333333333333334,0.06846531968814576,4,,,5,-0.05466011466011467,0.09178159636458955,5,0.0,0.0,5,-0.035243055555555555,0.025886400560703633,5,-0.058333333333333334,0.06814761347415053
