budget,seed,method,scope,facility,geometry,n,tp,fp,fn,tn,recall,precision,f1,false_positive_rate,auroc,margin_auroc
0.025,1,P1,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5364583333333334,0.5434027777777778
0.025,1,B1,unseen,standard,low_new,72,0,0,24,48,0.0,,0.0,0.0,0.6701388888888888,0.6701388888888888
0.025,1,B2,unseen,standard,low_new,72,0,0,24,48,0.0,,0.0,0.0,0.6189236111111112,0.6189236111111112
0.025,1,B3,unseen,standard,low_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.6189236111111112,0.6189236111111112
0.025,1,P1,unseen,standard,low_new,72,0,0,24,48,0.0,,0.0,0.0,0.6189236111111112,0.6232638888888888
0.025,1,B1,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.6128472222222222,0.6128472222222222
0.025,1,B2,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.5651041666666666,0.5651041666666666
0.025,1,B3,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.5651041666666666,0.5651041666666666
0.025,1,P1,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.5651041666666666,0.5633680555555556
0.025,1,B1,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.5868055555555556,0.5868055555555556
0.025,1,B2,unseen,standard,vertical_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5711805555555556,0.5711805555555556
0.025,1,B3,unseen,standard,vertical_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5711805555555556,0.5711805555555556
0.025,1,P1,unseen,standard,vertical_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5711805555555556,0.5737847222222222
0.025,1,B1,unseen,standard,wide_new,72,0,0,24,48,0.0,,0.0,0.0,0.5711805555555556,0.5711805555555556
0.025,1,B2,unseen,standard,wide_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5460069444444444,0.5460069444444444
0.025,1,B3,unseen,standard,wide_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5460069444444444,0.5460069444444444
0.025,1,P1,unseen,standard,wide_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5460069444444444,0.546875
0.025,2,B1,all,__all__,__all__,1152,28,19,356,749,0.07291666666666667,0.5957446808510638,0.12993039443155452,0.024739583333333332,0.7125684950086806,0.7125684950086806
0.025,2,B2,all,__all__,__all__,1152,22,12,362,756,0.057291666666666664,0.6470588235294118,0.10526315789473684,0.015625,0.5221405029296875,0.5221405029296875
0.025,2,B3,all,__all__,__all__,1152,14,8,370,760,0.036458333333333336,0.6363636363636364,0.06896551724137931,0.010416666666666666,0.5221405029296875,0.5299852159288194
0.025,2,P1,all,__all__,__all__,1152,15,9,369,759,0.0390625,0.625,0.07352941176470588,0.01171875,0.5221405029296875,0.5236341688368056
0.025,2,B1,seen,__all__,__all__,432,15,12,129,276,0.10416666666666667,0.5555555555555556,0.17543859649122806,0.041666666666666664,0.7331211419753086,0.7331211419753086
0.025,2,B2,seen,__all__,__all__,432,11,7,133,281,0.0763888888888889,0.6111111111111112,0.13580246913580246,0.024305555555555556,0.5237750771604939,0.5237750771604939
0.025,2,B3,seen,__all__,__all__,432,7,5,137,283,0.04861111111111111,0.5833333333333334,0.08974358974358974,0.017361111111111112,0.5237750771604939,0.5349151234567902
0.025,2,P1,seen,__all__,__all__,432,8,6,136,282,0.05555555555555555,0.5714285714285714,0.10126582278481013,0.020833333333333332,0.5237750771604939,0.5185667438271605
0.025,2,B1,seen,__all__,central_furniture,144,4,3,44,93,0.08333333333333333,0.5714285714285714,0.14545454545454545,0.03125,0.7369791666666666,0.7369791666666666
0.025,2,B2,seen,__all__,central_furniture,144,4,2,44,94,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.5160590277777778,0.5160590277777778
0.025,2,B3,seen,__all__,central_furniture,144,3,1,45,95,0.0625,0.75,0.11538461538461539,0.010416666666666666,0.5160590277777778,0.5431857638888888
0.025,2,P1,seen,__all__,central_furniture,144,4,1,44,95,0.08333333333333333,0.8,0.1509433962264151,0.010416666666666666,0.5160590277777778,0.5251736111111112
0.025,2,B1,seen,__all__,clear,144,11,9,37,87,0.22916666666666666,0.55,0.3235294117647059,0.09375,0.7486979166666666,0.7486979166666666
0.025,2,B2,seen,__all__,clear,144,7,5,41,91,0.14583333333333334,0.5833333333333334,0.23333333333333334,0.052083333333333336,0.5210503472222222,0.5210503472222222
0.025,2,B3,seen,__all__,clear,144,4,4,44,92,0.08333333333333333,0.5,0.14285714285714285,0.041666666666666664,0.5210503472222222,0.5549045138888888
0.025,2,P1,seen,__all__,clear,144,4,4,44,92,0.08333333333333333,0.5,0.14285714285714285,0.041666666666666664,0.5210503472222222,0.552734375
0.025,2,B1,seen,__all__,vertical_mid,144,0,0,48,96,0.0,,0.0,0.0,0.7376302083333334,0.7376302083333334
0.025,2,B2,seen,__all__,vertical_mid,144,0,0,48,96,0.0,,0.0,0.0,0.5881076388888888,0.5881076388888888
0.025,2,B3,seen,__all__,vertical_mid,144,0,0,48,96,0.0,,0.0,0.0,0.5881076388888888,0.5381944444444444
0.025,2,P1,seen,__all__,vertical_mid,144,0,1,48,95,0.0,0.0,0.0,0.010416666666666666,0.5881076388888888,0.5342881944444444
0.025,2,B1,seen,harsh,__all__,216,14,11,58,133,0.19444444444444445,0.56,0.28865979381443296,0.0763888888888889,0.7771026234567902,0.7771026234567902
0.025,2,B2,seen,harsh,__all__,216,11,7,61,137,0.1527777777777778,0.6111111111111112,0.24444444444444444,0.04861111111111111,0.5339506172839507,0.5339506172839507
0.025,2,B3,seen,harsh,__all__,216,7,2,65,142,0.09722222222222222,0.7777777777777778,0.1728395061728395,0.013888888888888888,0.5339506172839507,0.5339506172839507
0.025,2,P1,seen,harsh,__all__,216,8,4,64,140,0.1111111111111111,0.6666666666666666,0.19047619047619047,0.027777777777777776,0.5339506172839507,0.5316358024691358
0.025,2,B1,seen,harsh,central_furniture,72,4,3,20,45,0.16666666666666666,0.5714285714285714,0.25806451612903225,0.0625,0.7760416666666666,0.7760416666666666
0.025,2,B2,seen,harsh,central_furniture,72,4,2,20,46,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.041666666666666664,0.5442708333333334,0.5442708333333334
0.025,2,B3,seen,harsh,central_furniture,72,3,1,21,47,0.125,0.75,0.21428571428571427,0.020833333333333332,0.5442708333333334,0.5442708333333334
0.025,2,P1,seen,harsh,central_furniture,72,4,1,20,47,0.16666666666666666,0.8,0.27586206896551724,0.020833333333333332,0.5442708333333334,0.5442708333333334
0.025,2,B1,seen,harsh,clear,72,10,8,14,40,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.16666666666666666,0.8133680555555556,0.8133680555555556
0.025,2,B2,seen,harsh,clear,72,7,5,17,43,0.2916666666666667,0.5833333333333334,0.3888888888888889,0.10416666666666667,0.5616319444444444,0.5616319444444444
0.025,2,B3,seen,harsh,clear,72,4,1,20,47,0.16666666666666666,0.8,0.27586206896551724,0.020833333333333332,0.5616319444444444,0.5616319444444444
0.025,2,P1,seen,harsh,clear,72,4,2,20,46,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.041666666666666664,0.5616319444444444,0.5555555555555556
0.025,2,B1,seen,harsh,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.7699652777777778,0.7699652777777778
0.025,2,B2,seen,harsh,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6371527777777778,0.6371527777777778
0.025,2,B3,seen,harsh,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6371527777777778,0.6371527777777778
0.025,2,P1,seen,harsh,vertical_mid,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.6371527777777778,0.6371527777777778
0.025,2,B1,seen,standard,__all__,216,1,1,71,143,0.013888888888888888,0.5,0.02702702702702703,0.006944444444444444,0.6858603395061729,0.6858603395061729
0.025,2,B2,seen,standard,__all__,216,0,0,72,144,0.0,,0.0,0.0,0.5439814814814815,0.5439814814814815
0.025,2,B3,seen,standard,__all__,216,0,3,72,141,0.0,0.0,0.0,0.020833333333333332,0.5439814814814815,0.5439814814814815
0.025,2,P1,seen,standard,__all__,216,0,2,72,142,0.0,0.0,0.0,0.013888888888888888,0.5439814814814815,0.5009645061728395
0.025,2,B1,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.6979166666666666,0.6979166666666666
0.025,2,B2,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.5442708333333334,0.5442708333333334
0.025,2,B3,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.5442708333333334,0.5442708333333334
0.025,2,P1,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.5442708333333334,0.4722222222222222
0.025,2,B1,seen,standard,clear,72,1,1,23,47,0.041666666666666664,0.5,0.07692307692307693,0.020833333333333332,0.6744791666666666,0.6744791666666666
0.025,2,B2,seen,standard,clear,72,0,0,24,48,0.0,,0.0,0.0,0.5416666666666666,0.5416666666666666
0.025,2,B3,seen,standard,clear,72,0,3,24,45,0.0,0.0,0.0,0.0625,0.5416666666666666,0.5416666666666666
0.025,2,P1,seen,standard,clear,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.5416666666666666,0.5451388888888888
0.025,2,B1,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.7092013888888888,0.7092013888888888
0.025,2,B2,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.5390625,0.5390625
0.025,2,B3,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.5390625,0.5390625
0.025,2,P1,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.5390625,0.4713541666666667
0.025,2,B1,unseen,__all__,__all__,720,13,7,227,473,0.05416666666666667,0.65,0.1,0.014583333333333334,0.7018055555555556,0.7018055555555556
0.025,2,B2,unseen,__all__,__all__,720,11,5,229,475,0.04583333333333333,0.6875,0.0859375,0.010416666666666666,0.5215798611111111,0.5215798611111111
0.025,2,B3,unseen,__all__,__all__,720,7,3,233,477,0.029166666666666667,0.7,0.056,0.00625,0.5215798611111111,0.5264930555555556
0.025,2,P1,unseen,__all__,__all__,720,7,3,233,477,0.029166666666666667,0.7,0.056,0.00625,0.5215798611111111,0.527578125
0.025,2,B1,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.7404513888888888,0.7404513888888888
0.025,2,B2,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.5355902777777778,0.5355902777777778
0.025,2,B3,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.5355902777777778,0.5227864583333334
0.025,2,P1,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.5355902777777778,0.5609809027777778
0.025,2,B1,unseen,__all__,low_new,144,8,5,40,91,0.16666666666666666,0.6153846153846154,0.26229508196721313,0.052083333333333336,0.7326388888888888,0.7326388888888888
0.025,2,B2,unseen,__all__,low_new,144,4,3,44,93,0.08333333333333333,0.5714285714285714,0.14545454545454545,0.03125,0.5210503472222222,0.5210503472222222
0.025,2,B3,unseen,__all__,low_new,144,3,1,45,95,0.0625,0.75,0.11538461538461539,0.010416666666666666,0.5210503472222222,0.5475260416666666
0.025,2,P1,unseen,__all__,low_new,144,3,1,45,95,0.0625,0.75,0.11538461538461539,0.010416666666666666,0.5210503472222222,0.5564236111111112
0.025,2,B1,unseen,__all__,two_new,144,3,1,45,95,0.0625,0.75,0.11538461538461539,0.010416666666666666,0.6859809027777778,0.6859809027777778
0.025,2,B2,unseen,__all__,two_new,144,4,1,44,95,0.08333333333333333,0.8,0.1509433962264151,0.010416666666666666,0.5162760416666666,0.5162760416666666
0.025,2,B3,unseen,__all__,two_new,144,2,1,46,95,0.041666666666666664,0.6666666666666666,0.0784313725490196,0.010416666666666666,0.5162760416666666,0.5407986111111112
0.025,2,P1,unseen,__all__,two_new,144,2,1,46,95,0.041666666666666664,0.6666666666666666,0.0784313725490196,0.010416666666666666,0.5162760416666666,0.5447048611111112
0.025,2,B1,unseen,__all__,vertical_new,144,0,0,48,96,0.0,,0.0,0.0,0.7178819444444444,0.7178819444444444
0.025,2,B2,unseen,__all__,vertical_new,144,0,0,48,96,0.0,,0.0,0.0,0.5794270833333334,0.5794270833333334
0.025,2,B3,unseen,__all__,vertical_new,144,0,0,48,96,0.0,,0.0,0.0,0.5794270833333334,0.5301649305555556
0.025,2,P1,unseen,__all__,vertical_new,144,0,0,48,96,0.0,,0.0,0.0,0.5794270833333334,0.5279947916666666
0.025,2,B1,unseen,__all__,wide_new,144,2,1,46,95,0.041666666666666664,0.6666666666666666,0.0784313725490196,0.010416666666666666,0.6551649305555556,0.6551649305555556
0.025,2,B2,unseen,__all__,wide_new,144,3,1,45,95,0.0625,0.75,0.11538461538461539,0.010416666666666666,0.5130208333333334,0.5130208333333334
0.025,2,B3,unseen,__all__,wide_new,144,2,1,46,95,0.041666666666666664,0.6666666666666666,0.0784313725490196,0.010416666666666666,0.5130208333333334,0.5329861111111112
0.025,2,P1,unseen,__all__,wide_new,144,2,1,46,95,0.041666666666666664,0.6666666666666666,0.0784313725490196,0.010416666666666666,0.5130208333333334,0.5125868055555556
0.025,2,B1,unseen,harsh,__all__,360,13,7,107,233,0.10833333333333334,0.65,0.18571428571428572,0.029166666666666667,0.7207291666666666,0.7207291666666666
0.025,2,B2,unseen,harsh,__all__,360,11,5,109,235,0.09166666666666666,0.6875,0.16176470588235295,0.020833333333333332,0.5195486111111111,0.5195486111111111
0.025,2,B3,unseen,harsh,__all__,360,7,3,113,237,0.058333333333333334,0.7,0.1076923076923077,0.0125,0.5195486111111111,0.5195486111111111
0.025,2,P1,unseen,harsh,__all__,360,7,3,113,237,0.058333333333333334,0.7,0.1076923076923077,0.0125,0.5195486111111111,0.5155902777777778
0.025,2,B1,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.7248263888888888,0.7248263888888888
0.025,2,B2,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5164930555555556,0.5164930555555556
0.025,2,B3,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5164930555555556,0.5164930555555556
0.025,2,P1,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5164930555555556,0.484375
0.025,2,B1,unseen,harsh,low_new,72,8,5,16,43,0.3333333333333333,0.6153846153846154,0.43243243243243246,0.10416666666666667,0.7578125,0.7578125
0.025,2,B2,unseen,harsh,low_new,72,4,3,20,45,0.16666666666666666,0.5714285714285714,0.25806451612903225,0.0625,0.5425347222222222,0.5425347222222222
0.025,2,B3,unseen,harsh,low_new,72,3,1,21,47,0.125,0.75,0.21428571428571427,0.020833333333333332,0.5425347222222222,0.5425347222222222
0.025,2,P1,unseen,harsh,low_new,72,3,1,21,47,0.125,0.75,0.21428571428571427,0.020833333333333332,0.5425347222222222,0.5425347222222222
0.025,2,B1,unseen,harsh,two_new,72,3,1,21,47,0.125,0.75,0.21428571428571427,0.020833333333333332,0.7005208333333334,0.7005208333333334
0.025,2,B2,unseen,harsh,two_new,72,4,1,20,47,0.16666666666666666,0.8,0.27586206896551724,0.020833333333333332,0.5303819444444444,0.5303819444444444
0.025,2,B3,unseen,harsh,two_new,72,2,1,22,47,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.5303819444444444,0.5303819444444444
0.025,2,P1,unseen,harsh,two_new,72,2,1,22,47,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.5303819444444444,0.5303819444444444
0.025,2,B1,unseen,harsh,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.7690972222222222,0.7690972222222222
0.025,2,B2,unseen,harsh,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6215277777777778,0.6215277777777778
0.025,2,B3,unseen,harsh,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6215277777777778,0.6215277777777778
0.025,2,P1,unseen,harsh,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6215277777777778,0.6215277777777778
0.025,2,B1,unseen,harsh,wide_new,72,2,1,22,47,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.6831597222222222,0.6831597222222222
0.025,2,B2,unseen,harsh,wide_new,72,3,1,21,47,0.125,0.75,0.21428571428571427,0.020833333333333332,0.5355902777777778,0.5355902777777778
0.025,2,B3,unseen,harsh,wide_new,72,2,1,22,47,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.5355902777777778,0.5355902777777778
0.025,2,P1,unseen,harsh,wide_new,72,2,1,22,47,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.5355902777777778,0.5355902777777778
0.025,2,B1,unseen,standard,__all__,360,0,0,120,240,0.0,,0.0,0.0,0.6835416666666667,0.6835416666666667
0.025,2,B2,unseen,standard,__all__,360,0,0,120,240,0.0,,0.0,0.0,0.5520486111111111,0.5520486111111111
0.025,2,B3,unseen,standard,__all__,360,0,0,120,240,0.0,,0.0,0.0,0.5520486111111111,0.5520486111111111
0.025,2,P1,unseen,standard,__all__,360,0,0,120,240,0.0,,0.0,0.0,0.5520486111111111,0.540625
0.025,2,B1,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.7552083333333334,0.7552083333333334
0.025,2,B2,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5798611111111112,0.5798611111111112
0.025,2,B3,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5798611111111112,0.5798611111111112
0.025,2,P1,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5798611111111112,0.6614583333333334
0.025,2,B1,unseen,standard,low_new,72,0,0,24,48,0.0,,0.0,0.0,0.7074652777777778,0.7074652777777778
0.025,2,B2,unseen,standard,low_new,72,0,0,24,48,0.0,,0.0,0.0,0.5590277777777778,0.5590277777777778
0.025,2,B3,unseen,standard,low_new,72,0,0,24,48,0.0,,0.0,0.0,0.5590277777777778,0.5590277777777778
0.025,2,P1,unseen,standard,low_new,72,0,0,24,48,0.0,,0.0,0.0,0.5590277777777778,0.5798611111111112
0.025,2,B1,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.6822916666666666,0.6822916666666666
0.025,2,B2,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.5633680555555556,0.5633680555555556
0.025,2,B3,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.5633680555555556,0.5633680555555556
0.025,2,P1,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.5633680555555556,0.5772569444444444
0.025,2,B1,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6762152777777778,0.6762152777777778
0.025,2,B2,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.5303819444444444,0.5303819444444444
0.025,2,B3,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.5303819444444444,0.5303819444444444
0.025,2,P1,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.5303819444444444,0.453125
0.025,2,B1,unseen,standard,wide_new,72,0,0,24,48,0.0,,0.0,0.0,0.6328125,0.6328125
0.025,2,B2,unseen,standard,wide_new,72,0,0,24,48,0.0,,0.0,0.0,0.5399305555555556,0.5399305555555556
0.025,2,B3,unseen,standard,wide_new,72,0,0,24,48,0.0,,0.0,0.0,0.5399305555555556,0.5399305555555556
0.025,2,P1,unseen,standard,wide_new,72,0,0,24,48,0.0,,0.0,0.0,0.5399305555555556,0.4661458333333333
0.025,3,B1,all,__all__,__all__,1152,58,24,326,744,0.15104166666666666,0.7073170731707317,0.24892703862660945,0.03125,0.8448384602864584,0.8448384602864584
0.025,3,B2,all,__all__,__all__,1152,33,17,351,751,0.0859375,0.66,0.15207373271889402,0.022135416666666668,0.6511637369791666,0.6511637369791666
0.025,3,B3,all,__all__,__all__,1152,20,8,364,760,0.052083333333333336,0.7142857142857143,0.0970873786407767,0.010416666666666666,0.6511637369791666,0.6355523003472222
0.025,3,P1,all,__all__,__all__,1152,23,13,361,755,0.059895833333333336,0.6388888888888888,0.10952380952380952,0.016927083333333332,0.6511637369791666,0.6386006673177084
0.025,3,B1,seen,__all__,__all__,432,33,12,111,276,0.22916666666666666,0.7333333333333333,0.3492063492063492,0.041666666666666664,0.8591338734567902,0.8591338734567902
0.025,3,B2,seen,__all__,__all__,432,18,11,126,277,0.125,0.6206896551724138,0.20809248554913296,0.03819444444444445,0.6641830632716049,0.6641830632716049
0.025,3,B3,seen,__all__,__all__,432,14,7,130,281,0.09722222222222222,0.6666666666666666,0.1696969696969697,0.024305555555555556,0.6641830632716049,0.6555507330246914
0.025,3,P1,seen,__all__,__all__,432,14,11,130,277,0.09722222222222222,0.56,0.16568047337278108,0.03819444444444445,0.6641830632716049,0.6511622299382716
0.025,3,B1,seen,__all__,central_furniture,144,13,5,35,91,0.2708333333333333,0.7222222222222222,0.3939393939393939,0.052083333333333336,0.8723958333333334,0.8723958333333334
0.025,3,B2,seen,__all__,central_furniture,144,6,3,42,93,0.125,0.6666666666666666,0.21052631578947367,0.03125,0.6532118055555556,0.6532118055555556
0.025,3,B3,seen,__all__,central_furniture,144,5,0,43,96,0.10416666666666667,1.0,0.18867924528301888,0.0,0.6532118055555556,0.6631944444444444
0.025,3,P1,seen,__all__,central_furniture,144,5,1,43,95,0.10416666666666667,0.8333333333333334,0.18518518518518517,0.010416666666666666,0.6532118055555556,0.6545138888888888
0.025,3,B1,seen,__all__,clear,144,19,7,29,89,0.3958333333333333,0.7307692307692307,0.5135135135135135,0.07291666666666667,0.8658854166666666,0.8658854166666666
0.025,3,B2,seen,__all__,clear,144,12,7,36,89,0.25,0.631578947368421,0.3582089552238806,0.07291666666666667,0.6770833333333334,0.6770833333333334
0.025,3,B3,seen,__all__,clear,144,9,7,39,89,0.1875,0.5625,0.28125,0.07291666666666667,0.6770833333333334,0.6840277777777778
0.025,3,P1,seen,__all__,clear,144,9,10,39,86,0.1875,0.47368421052631576,0.26865671641791045,0.10416666666666667,0.6770833333333334,0.6851128472222222
0.025,3,B1,seen,__all__,vertical_mid,144,1,0,47,96,0.020833333333333332,1.0,0.04081632653061224,0.0,0.837890625,0.837890625
0.025,3,B2,seen,__all__,vertical_mid,144,0,1,48,95,0.0,0.0,0.0,0.010416666666666666,0.6929253472222222,0.6929253472222222
0.025,3,B3,seen,__all__,vertical_mid,144,0,0,48,96,0.0,,0.0,0.0,0.6929253472222222,0.6373697916666666
0.025,3,P1,seen,__all__,vertical_mid,144,0,0,48,96,0.0,,0.0,0.0,0.6929253472222222,0.6527777777777778
0.025,3,B1,seen,harsh,__all__,216,33,12,39,132,0.4583333333333333,0.7333333333333333,0.5641025641025641,0.08333333333333333,0.8864776234567902,0.8864776234567902
0.025,3,B2,seen,harsh,__all__,216,18,11,54,133,0.25,0.6206896551724138,0.3564356435643564,0.0763888888888889,0.7123842592592593,0.7123842592592593
0.025,3,B3,seen,harsh,__all__,216,14,4,58,140,0.19444444444444445,0.7777777777777778,0.3111111111111111,0.027777777777777776,0.7123842592592593,0.7123842592592593
0.025,3,P1,seen,harsh,__all__,216,14,9,58,135,0.19444444444444445,0.6086956521739131,0.29473684210526313,0.0625,0.7123842592592593,0.7109375
0.025,3,B1,seen,harsh,central_furniture,72,13,5,11,43,0.5416666666666666,0.7222222222222222,0.6190476190476191,0.10416666666666667,0.8897569444444444,0.8897569444444444
0.025,3,B2,seen,harsh,central_furniture,72,6,3,18,45,0.25,0.6666666666666666,0.36363636363636365,0.0625,0.7135416666666666,0.7135416666666666
0.025,3,B3,seen,harsh,central_furniture,72,5,0,19,48,0.20833333333333334,1.0,0.3448275862068966,0.0,0.7135416666666666,0.7135416666666666
0.025,3,P1,seen,harsh,central_furniture,72,5,1,19,47,0.20833333333333334,0.8333333333333334,0.3333333333333333,0.020833333333333332,0.7135416666666666,0.7135416666666666
0.025,3,B1,seen,harsh,clear,72,19,7,5,41,0.7916666666666666,0.7307692307692307,0.76,0.14583333333333334,0.8880208333333334,0.8880208333333334
0.025,3,B2,seen,harsh,clear,72,12,7,12,41,0.5,0.631578947368421,0.5581395348837209,0.14583333333333334,0.7517361111111112,0.7517361111111112
0.025,3,B3,seen,harsh,clear,72,9,4,15,44,0.375,0.6923076923076923,0.4864864864864865,0.08333333333333333,0.7517361111111112,0.7517361111111112
0.025,3,P1,seen,harsh,clear,72,9,8,15,40,0.375,0.5294117647058824,0.43902439024390244,0.16666666666666666,0.7517361111111112,0.7482638888888888
0.025,3,B1,seen,harsh,vertical_mid,72,1,0,23,48,0.041666666666666664,1.0,0.08,0.0,0.8836805555555556,0.8836805555555556
0.025,3,B2,seen,harsh,vertical_mid,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.7378472222222222,0.7378472222222222
0.025,3,B3,seen,harsh,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.7378472222222222,0.7378472222222222
0.025,3,P1,seen,harsh,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.7378472222222222,0.7352430555555556
0.025,3,B1,seen,standard,__all__,216,0,0,72,144,0.0,,0.0,0.0,0.8260995370370371,0.8260995370370371
0.025,3,B2,seen,standard,__all__,216,0,0,72,144,0.0,,0.0,0.0,0.6251929012345679,0.6251929012345679
0.025,3,B3,seen,standard,__all__,216,0,3,72,141,0.0,0.0,0.0,0.020833333333333332,0.6251929012345679,0.6251929012345679
0.025,3,P1,seen,standard,__all__,216,0,2,72,142,0.0,0.0,0.0,0.013888888888888888,0.6251929012345679,0.5893132716049383
0.025,3,B1,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.8576388888888888,0.8576388888888888
0.025,3,B2,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.6015625,0.6015625
0.025,3,B3,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.6015625,0.6015625
0.025,3,P1,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.6015625,0.5772569444444444
0.025,3,B1,seen,standard,clear,72,0,0,24,48,0.0,,0.0,0.0,0.8411458333333334,0.8411458333333334
0.025,3,B2,seen,standard,clear,72,0,0,24,48,0.0,,0.0,0.0,0.625,0.625
0.025,3,B3,seen,standard,clear,72,0,3,24,45,0.0,0.0,0.0,0.0625,0.625,0.625
0.025,3,P1,seen,standard,clear,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.625,0.6276041666666666
0.025,3,B1,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.7838541666666666,0.7838541666666666
0.025,3,B2,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6545138888888888,0.6545138888888888
0.025,3,B3,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6545138888888888,0.6545138888888888
0.025,3,P1,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6545138888888888,0.5651041666666666
0.025,3,B1,unseen,__all__,__all__,720,25,12,215,468,0.10416666666666667,0.6756756756756757,0.18050541516245489,0.025,0.8349045138888889,0.8349045138888889
0.025,3,B2,unseen,__all__,__all__,720,15,6,225,474,0.0625,0.7142857142857143,0.11494252873563218,0.0125,0.6456336805555556,0.6456336805555556
