budget,seed,method,scope,facility,geometry,n,tp,fp,fn,tn,recall,precision,f1,false_positive_rate,auroc,margin_auroc
0.1,0,B1,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.5720486111111112,0.5720486111111112
0.1,0,B2,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6241319444444444,0.6241319444444444
0.1,0,B3,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6241319444444444,0.6241319444444444
0.1,0,P1,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6241319444444444,0.5911458333333334
0.1,0,B1,unseen,__all__,__all__,720,14,11,226,469,0.058333333333333334,0.56,0.10566037735849057,0.022916666666666665,0.5428385416666667,0.5428385416666667
0.1,0,B2,unseen,__all__,__all__,720,25,30,215,450,0.10416666666666667,0.45454545454545453,0.1694915254237288,0.0625,0.5630381944444445,0.5630381944444445
0.1,0,B3,unseen,__all__,__all__,720,20,23,220,457,0.08333333333333333,0.46511627906976744,0.1413427561837456,0.04791666666666667,0.5630381944444445,0.5580815972222222
0.1,0,P1,unseen,__all__,__all__,720,22,28,218,452,0.09166666666666666,0.44,0.15172413793103448,0.058333333333333334,0.5630381944444445,0.5591666666666667
0.1,0,B1,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.5581597222222222,0.5581597222222222
0.1,0,B2,unseen,__all__,horizontal_new,144,0,1,48,95,0.0,0.0,0.0,0.010416666666666666,0.5538194444444444,0.5538194444444444
0.1,0,B3,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.5538194444444444,0.5481770833333334
0.1,0,P1,unseen,__all__,horizontal_new,144,0,1,48,95,0.0,0.0,0.0,0.010416666666666666,0.5538194444444444,0.5607638888888888
0.1,0,B1,unseen,__all__,low_new,144,4,3,44,93,0.08333333333333333,0.5714285714285714,0.14545454545454545,0.03125,0.5499131944444444,0.5499131944444444
0.1,0,B2,unseen,__all__,low_new,144,9,10,39,86,0.1875,0.47368421052631576,0.26865671641791045,0.10416666666666667,0.5740017361111112,0.5740017361111112
0.1,0,B3,unseen,__all__,low_new,144,7,9,41,87,0.14583333333333334,0.4375,0.21875,0.09375,0.5740017361111112,0.5696614583333334
0.1,0,P1,unseen,__all__,low_new,144,8,9,40,87,0.16666666666666666,0.47058823529411764,0.24615384615384617,0.09375,0.5740017361111112,0.5755208333333334
0.1,0,B1,unseen,__all__,two_new,144,5,3,43,93,0.10416666666666667,0.625,0.17857142857142858,0.03125,0.5405815972222222,0.5405815972222222
0.1,0,B2,unseen,__all__,two_new,144,8,7,40,89,0.16666666666666666,0.5333333333333333,0.25396825396825395,0.07291666666666667,0.5685763888888888,0.5685763888888888
0.1,0,B3,unseen,__all__,two_new,144,6,5,42,91,0.125,0.5454545454545454,0.2033898305084746,0.052083333333333336,0.5685763888888888,0.5575086805555556
0.1,0,P1,unseen,__all__,two_new,144,6,7,42,89,0.125,0.46153846153846156,0.19672131147540983,0.07291666666666667,0.5685763888888888,0.5679253472222222
0.1,0,B1,unseen,__all__,vertical_new,144,0,1,48,95,0.0,0.0,0.0,0.010416666666666666,0.5922309027777778,0.5922309027777778
0.1,0,B2,unseen,__all__,vertical_new,144,0,1,48,95,0.0,0.0,0.0,0.010416666666666666,0.6184895833333334,0.6184895833333334
0.1,0,B3,unseen,__all__,vertical_new,144,0,1,48,95,0.0,0.0,0.0,0.010416666666666666,0.6184895833333334,0.6046006944444444
0.1,0,P1,unseen,__all__,vertical_new,144,0,1,48,95,0.0,0.0,0.0,0.010416666666666666,0.6184895833333334,0.6030815972222222
0.1,0,B1,unseen,__all__,wide_new,144,5,4,43,92,0.10416666666666667,0.5555555555555556,0.17543859649122806,0.041666666666666664,0.5366753472222222,0.5366753472222222
0.1,0,B2,unseen,__all__,wide_new,144,8,11,40,85,0.16666666666666666,0.42105263157894735,0.23880597014925373,0.11458333333333333,0.5514322916666666,0.5514322916666666
0.1,0,B3,unseen,__all__,wide_new,144,7,8,41,88,0.14583333333333334,0.4666666666666667,0.2222222222222222,0.08333333333333333,0.5514322916666666,0.5490451388888888
0.1,0,P1,unseen,__all__,wide_new,144,8,10,40,86,0.16666666666666666,0.4444444444444444,0.24242424242424243,0.10416666666666667,0.5514322916666666,0.5407986111111112
0.1,0,B1,unseen,harsh,__all__,360,14,11,106,229,0.11666666666666667,0.56,0.19310344827586207,0.04583333333333333,0.5681597222222222,0.5681597222222222
0.1,0,B2,unseen,harsh,__all__,360,25,27,95,213,0.20833333333333334,0.4807692307692308,0.29069767441860467,0.1125,0.5792013888888888,0.5792013888888888
0.1,0,B3,unseen,harsh,__all__,360,20,18,100,222,0.16666666666666666,0.5263157894736842,0.25316455696202533,0.075,0.5792013888888888,0.5792013888888888
0.1,0,P1,unseen,harsh,__all__,360,22,25,98,215,0.18333333333333332,0.46808510638297873,0.2634730538922156,0.10416666666666667,0.5792013888888888,0.5772569444444444
0.1,0,B1,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5625,0.5625
0.1,0,B2,unseen,harsh,horizontal_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5763888888888888,0.5763888888888888
0.1,0,B3,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5763888888888888,0.5763888888888888
0.1,0,P1,unseen,harsh,horizontal_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5763888888888888,0.5625
0.1,0,B1,unseen,harsh,low_new,72,4,3,20,45,0.16666666666666666,0.5714285714285714,0.25806451612903225,0.0625,0.5842013888888888,0.5842013888888888
0.1,0,B2,unseen,harsh,low_new,72,9,9,15,39,0.375,0.5,0.42857142857142855,0.1875,0.6171875,0.6171875
0.1,0,B3,unseen,harsh,low_new,72,7,6,17,42,0.2916666666666667,0.5384615384615384,0.3783783783783784,0.125,0.6171875,0.6171875
0.1,0,P1,unseen,harsh,low_new,72,8,8,16,40,0.3333333333333333,0.5,0.4,0.16666666666666666,0.6171875,0.6171875
0.1,0,B1,unseen,harsh,two_new,72,5,3,19,45,0.20833333333333334,0.625,0.3125,0.0625,0.5868055555555556,0.5868055555555556
0.1,0,B2,unseen,harsh,two_new,72,8,6,16,42,0.3333333333333333,0.5714285714285714,0.42105263157894735,0.125,0.6041666666666666,0.6041666666666666
0.1,0,B3,unseen,harsh,two_new,72,6,4,18,44,0.25,0.6,0.35294117647058826,0.08333333333333333,0.6041666666666666,0.6041666666666666
0.1,0,P1,unseen,harsh,two_new,72,6,6,18,42,0.25,0.5,0.3333333333333333,0.125,0.6041666666666666,0.6041666666666666
0.1,0,B1,unseen,harsh,vertical_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.6293402777777778,0.6293402777777778
0.1,0,B2,unseen,harsh,vertical_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.6354166666666666,0.6354166666666666
0.1,0,B3,unseen,harsh,vertical_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.6354166666666666,0.6354166666666666
0.1,0,P1,unseen,harsh,vertical_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.6354166666666666,0.6354166666666666
0.1,0,B1,unseen,harsh,wide_new,72,5,4,19,44,0.20833333333333334,0.5555555555555556,0.30303030303030304,0.08333333333333333,0.5859375,0.5859375
0.1,0,B2,unseen,harsh,wide_new,72,8,10,16,38,0.3333333333333333,0.4444444444444444,0.38095238095238093,0.20833333333333334,0.5894097222222222,0.5894097222222222
0.1,0,B3,unseen,harsh,wide_new,72,7,7,17,41,0.2916666666666667,0.5,0.3684210526315789,0.14583333333333334,0.5894097222222222,0.5894097222222222
0.1,0,P1,unseen,harsh,wide_new,72,8,9,16,39,0.3333333333333333,0.47058823529411764,0.3902439024390244,0.1875,0.5894097222222222,0.5894097222222222
0.1,0,B1,unseen,standard,__all__,360,0,0,120,240,0.0,,0.0,0.0,0.5291319444444444,0.5291319444444444
0.1,0,B2,unseen,standard,__all__,360,0,3,120,237,0.0,0.0,0.0,0.0125,0.5604513888888889,0.5604513888888889
0.1,0,B3,unseen,standard,__all__,360,0,5,120,235,0.0,0.0,0.0,0.020833333333333332,0.5604513888888889,0.5604513888888889
0.1,0,P1,unseen,standard,__all__,360,0,3,120,237,0.0,0.0,0.0,0.0125,0.5604513888888889,0.5539583333333333
0.1,0,B1,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5746527777777778,0.5746527777777778
0.1,0,B2,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5503472222222222,0.5503472222222222
0.1,0,B3,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5503472222222222,0.5503472222222222
0.1,0,P1,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5503472222222222,0.5833333333333334
0.1,0,B1,unseen,standard,low_new,72,0,0,24,48,0.0,,0.0,0.0,0.5355902777777778,0.5355902777777778
0.1,0,B2,unseen,standard,low_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.546875,0.546875
0.1,0,B3,unseen,standard,low_new,72,0,3,24,45,0.0,0.0,0.0,0.0625,0.546875,0.546875
0.1,0,P1,unseen,standard,low_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.546875,0.5538194444444444
0.1,0,B1,unseen,standard,two_new,72,0,0,24,48,0.0,,0.0,0.0,0.5295138888888888,0.5295138888888888
0.1,0,B2,unseen,standard,two_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5590277777777778,0.5590277777777778
0.1,0,B3,unseen,standard,two_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5590277777777778,0.5590277777777778
0.1,0,P1,unseen,standard,two_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5590277777777778,0.5677083333333334
0.1,0,B1,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.5616319444444444,0.5616319444444444
0.1,0,B2,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6154513888888888,0.6154513888888888
0.1,0,B3,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6154513888888888,0.6154513888888888
0.1,0,P1,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6154513888888888,0.5711805555555556
0.1,0,B1,unseen,standard,wide_new,72,0,0,24,48,0.0,,0.0,0.0,0.5034722222222222,0.5034722222222222
0.1,0,B2,unseen,standard,wide_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5434027777777778,0.5434027777777778
0.1,0,B3,unseen,standard,wide_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5434027777777778,0.5434027777777778
0.1,0,P1,unseen,standard,wide_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5434027777777778,0.5199652777777778
0.1,1,B1,all,__all__,__all__,1152,43,34,341,734,0.11197916666666667,0.5584415584415584,0.18655097613882862,0.044270833333333336,0.5993754069010416,0.5993754069010416
0.1,1,B2,all,__all__,__all__,1152,54,47,330,721,0.140625,0.5346534653465347,0.22268041237113403,0.061197916666666664,0.6574503580729166,0.6574503580729166
0.1,1,B3,all,__all__,__all__,1152,54,44,330,724,0.140625,0.5510204081632653,0.22406639004149378,0.057291666666666664,0.6574503580729166,0.6565483940972222
0.1,1,P1,all,__all__,__all__,1152,55,48,329,720,0.14322916666666666,0.5339805825242718,0.22587268993839835,0.0625,0.6574503580729166,0.6572909884982638
0.1,1,B1,seen,__all__,__all__,432,21,21,123,267,0.14583333333333334,0.5,0.22580645161290322,0.07291666666666667,0.6284239969135802,0.6284239969135802
0.1,1,B2,seen,__all__,__all__,432,25,18,119,270,0.1736111111111111,0.5813953488372093,0.26737967914438504,0.0625,0.6843894675925926,0.6843894675925926
0.1,1,B3,seen,__all__,__all__,432,25,19,119,269,0.1736111111111111,0.5681818181818182,0.26595744680851063,0.06597222222222222,0.6843894675925926,0.6838107638888888
0.1,1,P1,seen,__all__,__all__,432,26,19,118,269,0.18055555555555555,0.5777777777777777,0.2751322751322751,0.06597222222222222,0.6843894675925926,0.6839072145061729
0.1,1,B1,seen,__all__,central_furniture,144,8,6,40,90,0.16666666666666666,0.5714285714285714,0.25806451612903225,0.0625,0.6161024305555556,0.6161024305555556
0.1,1,B2,seen,__all__,central_furniture,144,6,6,42,90,0.125,0.5,0.2,0.0625,0.6942274305555556,0.6942274305555556
0.1,1,B3,seen,__all__,central_furniture,144,6,6,42,90,0.125,0.5,0.2,0.0625,0.6942274305555556,0.6931423611111112
0.1,1,P1,seen,__all__,central_furniture,144,6,6,42,90,0.125,0.5,0.2,0.0625,0.6942274305555556,0.6957465277777778
0.1,1,B1,seen,__all__,clear,144,13,15,35,81,0.2708333333333333,0.4642857142857143,0.34210526315789475,0.15625,0.646484375,0.646484375
0.1,1,B2,seen,__all__,clear,144,12,8,36,88,0.25,0.6,0.35294117647058826,0.08333333333333333,0.7157118055555556,0.7157118055555556
0.1,1,B3,seen,__all__,clear,144,12,9,36,87,0.25,0.5714285714285714,0.34782608695652173,0.09375,0.7157118055555556,0.716796875
0.1,1,P1,seen,__all__,clear,144,12,8,36,88,0.25,0.6,0.35294117647058826,0.08333333333333333,0.7157118055555556,0.7159288194444444
0.1,1,B1,seen,__all__,vertical_mid,144,0,0,48,96,0.0,,0.0,0.0,0.6668836805555556,0.6668836805555556
0.1,1,B2,seen,__all__,vertical_mid,144,7,4,41,92,0.14583333333333334,0.6363636363636364,0.23728813559322035,0.041666666666666664,0.6681857638888888,0.6681857638888888
0.1,1,B3,seen,__all__,vertical_mid,144,7,4,41,92,0.14583333333333334,0.6363636363636364,0.23728813559322035,0.041666666666666664,0.6681857638888888,0.6668836805555556
0.1,1,P1,seen,__all__,vertical_mid,144,8,5,40,91,0.16666666666666666,0.6153846153846154,0.26229508196721313,0.052083333333333336,0.6681857638888888,0.6675347222222222
0.1,1,B1,seen,harsh,__all__,216,18,18,54,126,0.25,0.5,0.3333333333333333,0.125,0.6380208333333334,0.6380208333333334
0.1,1,B2,seen,harsh,__all__,216,21,10,51,134,0.2916666666666667,0.6774193548387096,0.4077669902912621,0.06944444444444445,0.7622492283950617,0.7622492283950617
0.1,1,B3,seen,harsh,__all__,216,21,9,51,135,0.2916666666666667,0.7,0.4117647058823529,0.0625,0.7622492283950617,0.7622492283950617
0.1,1,P1,seen,harsh,__all__,216,22,11,50,133,0.3055555555555556,0.6666666666666666,0.41904761904761906,0.0763888888888889,0.7622492283950617,0.7623456790123457
0.1,1,B1,seen,harsh,central_furniture,72,8,6,16,42,0.3333333333333333,0.5714285714285714,0.42105263157894735,0.125,0.6319444444444444,0.6319444444444444
0.1,1,B2,seen,harsh,central_furniture,72,6,3,18,45,0.25,0.6666666666666666,0.36363636363636365,0.0625,0.7769097222222222,0.7769097222222222
0.1,1,B3,seen,harsh,central_furniture,72,6,2,18,46,0.25,0.75,0.375,0.041666666666666664,0.7769097222222222,0.7769097222222222
0.1,1,P1,seen,harsh,central_furniture,72,6,3,18,45,0.25,0.6666666666666666,0.36363636363636365,0.0625,0.7769097222222222,0.7769097222222222
0.1,1,B1,seen,harsh,clear,72,10,12,14,36,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.25,0.6692708333333334,0.6692708333333334
0.1,1,B2,seen,harsh,clear,72,9,5,15,43,0.375,0.6428571428571429,0.47368421052631576,0.10416666666666667,0.8020833333333334,0.8020833333333334
0.1,1,B3,seen,harsh,clear,72,9,5,15,43,0.375,0.6428571428571429,0.47368421052631576,0.10416666666666667,0.8020833333333334,0.8020833333333334
0.1,1,P1,seen,harsh,clear,72,9,5,15,43,0.375,0.6428571428571429,0.47368421052631576,0.10416666666666667,0.8020833333333334,0.8029513888888888
0.1,1,B1,seen,harsh,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6970486111111112,0.6970486111111112
0.1,1,B2,seen,harsh,vertical_mid,72,6,2,18,46,0.25,0.75,0.375,0.041666666666666664,0.7447916666666666,0.7447916666666666
0.1,1,B3,seen,harsh,vertical_mid,72,6,2,18,46,0.25,0.75,0.375,0.041666666666666664,0.7447916666666666,0.7447916666666666
0.1,1,P1,seen,harsh,vertical_mid,72,7,3,17,45,0.2916666666666667,0.7,0.4117647058823529,0.0625,0.7447916666666666,0.7447916666666666
0.1,1,B1,seen,standard,__all__,216,3,3,69,141,0.041666666666666664,0.5,0.07692307692307693,0.020833333333333332,0.6311728395061729,0.6311728395061729
0.1,1,B2,seen,standard,__all__,216,4,8,68,136,0.05555555555555555,0.3333333333333333,0.09523809523809523,0.05555555555555555,0.5929783950617284,0.5929783950617284
0.1,1,B3,seen,standard,__all__,216,4,10,68,134,0.05555555555555555,0.2857142857142857,0.09302325581395349,0.06944444444444445,0.5929783950617284,0.5929783950617284
0.1,1,P1,seen,standard,__all__,216,4,8,68,136,0.05555555555555555,0.3333333333333333,0.09523809523809523,0.05555555555555555,0.5929783950617284,0.5910493827160493
0.1,1,B1,seen,standard,central_furniture,72,0,0,24,48,0.0,,0.0,0.0,0.6302083333333334,0.6302083333333334
0.1,1,B2,seen,standard,central_furniture,72,0,3,24,45,0.0,0.0,0.0,0.0625,0.5980902777777778,0.5980902777777778
0.1,1,B3,seen,standard,central_furniture,72,0,4,24,44,0.0,0.0,0.0,0.08333333333333333,0.5980902777777778,0.5980902777777778
0.1,1,P1,seen,standard,central_furniture,72,0,3,24,45,0.0,0.0,0.0,0.0625,0.5980902777777778,0.5980902777777778
0.1,1,B1,seen,standard,clear,72,3,3,21,45,0.125,0.5,0.2,0.0625,0.6588541666666666,0.6588541666666666
0.1,1,B2,seen,standard,clear,72,3,3,21,45,0.125,0.5,0.2,0.0625,0.6163194444444444,0.6163194444444444
0.1,1,B3,seen,standard,clear,72,3,4,21,44,0.125,0.42857142857142855,0.1935483870967742,0.08333333333333333,0.6163194444444444,0.6163194444444444
0.1,1,P1,seen,standard,clear,72,3,3,21,45,0.125,0.5,0.2,0.0625,0.6163194444444444,0.6163194444444444
0.1,1,B1,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6380208333333334,0.6380208333333334
0.1,1,B2,seen,standard,vertical_mid,72,1,2,23,46,0.041666666666666664,0.3333333333333333,0.07407407407407407,0.041666666666666664,0.5850694444444444,0.5850694444444444
0.1,1,B3,seen,standard,vertical_mid,72,1,2,23,46,0.041666666666666664,0.3333333333333333,0.07407407407407407,0.041666666666666664,0.5850694444444444,0.5850694444444444
0.1,1,P1,seen,standard,vertical_mid,72,1,2,23,46,0.041666666666666664,0.3333333333333333,0.07407407407407407,0.041666666666666664,0.5850694444444444,0.5833333333333334
0.1,1,B1,unseen,__all__,__all__,720,22,13,218,467,0.09166666666666666,0.6285714285714286,0.16,0.027083333333333334,0.5821267361111111,0.5821267361111111
0.1,1,B2,unseen,__all__,__all__,720,29,29,211,451,0.12083333333333333,0.5,0.19463087248322147,0.06041666666666667,0.6406336805555556,0.6406336805555556
0.1,1,B3,unseen,__all__,__all__,720,29,25,211,455,0.12083333333333333,0.5370370370370371,0.19727891156462585,0.052083333333333336,0.6406336805555556,0.6394270833333333
0.1,1,P1,unseen,__all__,__all__,720,29,29,211,451,0.12083333333333333,0.5,0.19463087248322147,0.06041666666666667,0.6406336805555556,0.6408420138888888
0.1,1,B1,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.5642361111111112,0.5642361111111112
0.1,1,B2,unseen,__all__,horizontal_new,144,5,10,43,86,0.10416666666666667,0.3333333333333333,0.15873015873015872,0.10416666666666667,0.6039496527777778,0.6039496527777778
0.1,1,B3,unseen,__all__,horizontal_new,144,5,9,43,87,0.10416666666666667,0.35714285714285715,0.16129032258064516,0.09375,0.6039496527777778,0.5980902777777778
0.1,1,P1,unseen,__all__,horizontal_new,144,5,10,43,86,0.10416666666666667,0.3333333333333333,0.15873015873015872,0.10416666666666667,0.6039496527777778,0.6019965277777778
0.1,1,B1,unseen,__all__,low_new,144,12,9,36,87,0.25,0.5714285714285714,0.34782608695652173,0.09375,0.6241319444444444,0.6241319444444444
0.1,1,B2,unseen,__all__,low_new,144,8,6,40,90,0.16666666666666666,0.5714285714285714,0.25806451612903225,0.0625,0.6968315972222222,0.6968315972222222
0.1,1,B3,unseen,__all__,low_new,144,8,6,40,90,0.16666666666666666,0.5714285714285714,0.25806451612903225,0.0625,0.6968315972222222,0.6935763888888888
0.1,1,P1,unseen,__all__,low_new,144,8,6,40,90,0.16666666666666666,0.5714285714285714,0.25806451612903225,0.0625,0.6968315972222222,0.6976996527777778
0.1,1,B1,unseen,__all__,two_new,144,5,2,43,94,0.10416666666666667,0.7142857142857143,0.18181818181818182,0.020833333333333332,0.5733506944444444,0.5733506944444444
0.1,1,B2,unseen,__all__,two_new,144,4,2,44,94,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.6486545138888888,0.6486545138888888
0.1,1,B3,unseen,__all__,two_new,144,4,1,44,95,0.08333333333333333,0.8,0.1509433962264151,0.010416666666666666,0.6486545138888888,0.6484375
0.1,1,P1,unseen,__all__,two_new,144,4,2,44,94,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.020833333333333332,0.6486545138888888,0.6480034722222222
0.1,1,B1,unseen,__all__,vertical_new,144,0,0,48,96,0.0,,0.0,0.0,0.6356336805555556,0.6356336805555556
0.1,1,B2,unseen,__all__,vertical_new,144,6,4,42,92,0.125,0.6,0.20689655172413793,0.041666666666666664,0.6514756944444444,0.6514756944444444
0.1,1,B3,unseen,__all__,vertical_new,144,6,3,42,93,0.125,0.6666666666666666,0.21052631578947367,0.03125,0.6514756944444444,0.6532118055555556
0.1,1,P1,unseen,__all__,vertical_new,144,6,4,42,92,0.125,0.6,0.20689655172413793,0.041666666666666664,0.6514756944444444,0.6516927083333334
0.1,1,B1,unseen,__all__,wide_new,144,5,2,43,94,0.10416666666666667,0.7142857142857143,0.18181818181818182,0.020833333333333332,0.564453125,0.564453125
0.1,1,B2,unseen,__all__,wide_new,144,6,7,42,89,0.125,0.46153846153846156,0.19672131147540983,0.07291666666666667,0.6338975694444444,0.6338975694444444
0.1,1,B3,unseen,__all__,wide_new,144,6,6,42,90,0.125,0.5,0.2,0.0625,0.6338975694444444,0.6321614583333334
0.1,1,P1,unseen,__all__,wide_new,144,6,7,42,89,0.125,0.46153846153846156,0.19672131147540983,0.07291666666666667,0.6338975694444444,0.6341145833333334
0.1,1,B1,unseen,harsh,__all__,360,19,12,101,228,0.15833333333333333,0.6129032258064516,0.25165562913907286,0.05,0.5790625,0.5790625
0.1,1,B2,unseen,harsh,__all__,360,21,14,99,226,0.175,0.6,0.2709677419354839,0.058333333333333334,0.7053125,0.7053125
0.1,1,B3,unseen,harsh,__all__,360,20,10,100,230,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.041666666666666664,0.7053125,0.7053125
0.1,1,P1,unseen,harsh,__all__,360,21,14,99,226,0.175,0.6,0.2709677419354839,0.058333333333333334,0.7053125,0.7054166666666667
0.1,1,B1,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5486111111111112,0.5486111111111112
0.1,1,B2,unseen,harsh,horizontal_new,72,2,4,22,44,0.08333333333333333,0.3333333333333333,0.13333333333333333,0.08333333333333333,0.6657986111111112,0.6657986111111112
0.1,1,B3,unseen,harsh,horizontal_new,72,2,3,22,45,0.08333333333333333,0.4,0.13793103448275862,0.0625,0.6657986111111112,0.6657986111111112
0.1,1,P1,unseen,harsh,horizontal_new,72,2,4,22,44,0.08333333333333333,0.3333333333333333,0.13333333333333333,0.08333333333333333,0.6657986111111112,0.6657986111111112
0.1,1,B1,unseen,harsh,low_new,72,9,8,15,40,0.375,0.5294117647058824,0.43902439024390244,0.16666666666666666,0.6180555555555556,0.6180555555555556
0.1,1,B2,unseen,harsh,low_new,72,6,4,18,44,0.25,0.6,0.35294117647058826,0.08333333333333333,0.7552083333333334,0.7552083333333334
0.1,1,B3,unseen,harsh,low_new,72,5,4,19,44,0.20833333333333334,0.5555555555555556,0.30303030303030304,0.08333333333333333,0.7552083333333334,0.7552083333333334
0.1,1,P1,unseen,harsh,low_new,72,6,4,18,44,0.25,0.6,0.35294117647058826,0.08333333333333333,0.7552083333333334,0.7552083333333334
0.1,1,B1,unseen,harsh,two_new,72,5,2,19,46,0.20833333333333334,0.7142857142857143,0.3225806451612903,0.041666666666666664,0.5737847222222222,0.5737847222222222
0.1,1,B2,unseen,harsh,two_new,72,4,1,20,47,0.16666666666666666,0.8,0.27586206896551724,0.020833333333333332,0.7170138888888888,0.7170138888888888
0.1,1,B3,unseen,harsh,two_new,72,4,0,20,48,0.16666666666666666,1.0,0.2857142857142857,0.0,0.7170138888888888,0.7170138888888888
0.1,1,P1,unseen,harsh,two_new,72,4,1,20,47,0.16666666666666666,0.8,0.27586206896551724,0.020833333333333332,0.7170138888888888,0.7170138888888888
0.1,1,B1,unseen,harsh,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6840277777777778,0.6840277777777778
0.1,1,B2,unseen,harsh,vertical_new,72,4,2,20,46,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.041666666666666664,0.7222222222222222,0.7222222222222222
0.1,1,B3,unseen,harsh,vertical_new,72,4,1,20,47,0.16666666666666666,0.8,0.27586206896551724,0.020833333333333332,0.7222222222222222,0.7222222222222222
0.1,1,P1,unseen,harsh,vertical_new,72,4,2,20,46,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.041666666666666664,0.7222222222222222,0.7222222222222222
0.1,1,B1,unseen,harsh,wide_new,72,5,2,19,46,0.20833333333333334,0.7142857142857143,0.3225806451612903,0.041666666666666664,0.5807291666666666,0.5807291666666666
0.1,1,B2,unseen,harsh,wide_new,72,5,3,19,45,0.20833333333333334,0.625,0.3125,0.0625,0.7100694444444444,0.7100694444444444
0.1,1,B3,unseen,harsh,wide_new,72,5,2,19,46,0.20833333333333334,0.7142857142857143,0.3225806451612903,0.041666666666666664,0.7100694444444444,0.7100694444444444
0.1,1,P1,unseen,harsh,wide_new,72,5,3,19,45,0.20833333333333334,0.625,0.3125,0.0625,0.7100694444444444,0.7100694444444444
0.1,1,B1,unseen,standard,__all__,360,3,1,117,239,0.025,0.75,0.04838709677419355,0.004166666666666667,0.6028472222222222,0.6028472222222222
0.1,1,B2,unseen,standard,__all__,360,8,15,112,225,0.06666666666666667,0.34782608695652173,0.11188811188811189,0.0625,0.5617708333333333,0.5617708333333333
0.1,1,B3,unseen,standard,__all__,360,9,15,111,225,0.075,0.375,0.125,0.0625,0.5617708333333333,0.5617708333333333
0.1,1,P1,unseen,standard,__all__,360,8,15,112,225,0.06666666666666667,0.34782608695652173,0.11188811188811189,0.0625,0.5617708333333333,0.5625694444444445
0.1,1,B1,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5989583333333334,0.5989583333333334
0.1,1,B2,unseen,standard,horizontal_new,72,3,6,21,42,0.125,0.3333333333333333,0.18181818181818182,0.125,0.5364583333333334,0.5364583333333334
0.1,1,B3,unseen,standard,horizontal_new,72,3,6,21,42,0.125,0.3333333333333333,0.18181818181818182,0.125,0.5364583333333334,0.5364583333333334
0.1,1,P1,unseen,standard,horizontal_new,72,3,6,21,42,0.125,0.3333333333333333,0.18181818181818182,0.125,0.5364583333333334,0.5321180555555556
0.1,1,B1,unseen,standard,low_new,72,3,1,21,47,0.125,0.75,0.21428571428571427,0.020833333333333332,0.6701388888888888,0.6701388888888888
