budget,seed,scope,facility,geometry,method,recall,precision,f1,auroc,margin_auroc,false_positive_rate
0.05,4,unseen,harsh,two_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.05,4,unseen,harsh,vertical_new,P1_minus_B3,0.0,,0.0,0.0,0.0,0.0
0.05,4,unseen,harsh,wide_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.05,4,unseen,standard,__all__,P1_minus_B3,0.0,,0.0,0.0,-0.005520833333333364,-0.008333333333333333
0.05,4,unseen,standard,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.04947916666666663,0.0
0.05,4,unseen,standard,low_new,P1_minus_B3,0.0,,0.0,0.0,0.00520833333333337,-0.020833333333333332
0.05,4,unseen,standard,two_new,P1_minus_B3,0.0,,0.0,0.0,0.02170138888888895,-0.020833333333333332
0.05,4,unseen,standard,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.0625,0.0
0.05,4,unseen,standard,wide_new,P1_minus_B3,0.0,,0.0,0.0,-0.032986111111111105,0.0
0.1,0,all,__all__,__all__,P1_minus_B3,0.005208333333333329,-0.02155576382380503,0.00514464921244584,0.0,0.00030517578125,0.009114583333333329
0.1,0,seen,__all__,__all__,P1_minus_B3,0.0,-0.018912529550827395,-0.0022161278705781218,0.0,0.00014467592592593004,0.0069444444444444475
0.1,0,seen,__all__,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,-0.00499131944444442,0.0
0.1,0,seen,__all__,clear,P1_minus_B3,0.0,-0.03555555555555556,-0.008767123287671208,0.0,0.001953125,0.020833333333333343
0.1,0,seen,__all__,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,0.0075954861111111605,0.0
0.1,0,seen,harsh,__all__,P1_minus_B3,0.0,-0.049816849816849806,-0.011450703039488086,0.0,-0.0006751543209876365,0.02777777777777779
0.1,0,seen,harsh,central_furniture,P1_minus_B3,0.0,-0.05555555555555558,-0.01904761904761909,0.0,0.0,0.041666666666666685
0.1,0,seen,harsh,clear,P1_minus_B3,0.0,-0.04999999999999999,-0.01948051948051943,0.0,-0.0017361111111111605,0.04166666666666666
0.1,0,seen,harsh,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0008680555555555802,0.0
0.1,0,seen,standard,__all__,P1_minus_B3,0.0,0.07500000000000001,0.0018292682926829285,0.0,-0.009934413580246937,-0.013888888888888888
0.1,0,seen,standard,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,-0.01649305555555547,-0.04166666666666667
0.1,0,seen,standard,clear,P1_minus_B3,0.0,0.0,0.0,0.0,0.00434027777777779,0.0
0.1,0,seen,standard,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,-0.03298611111111105,0.0
0.1,0,unseen,__all__,__all__,P1_minus_B3,0.008333333333333331,-0.025116279069767433,0.010381381747288893,0.0,0.0010850694444445308,0.010416666666666664
0.1,0,unseen,__all__,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.01258680555555547,0.010416666666666666
0.1,0,unseen,__all__,low_new,P1_minus_B3,0.020833333333333315,0.03308823529411764,0.027403846153846168,0.0,0.005859375,0.0
0.1,0,unseen,__all__,two_new,P1_minus_B3,0.0,-0.08391608391608385,-0.006668519033064757,0.0,0.01041666666666663,0.020833333333333336
0.1,0,unseen,__all__,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0015190972222222099,0.0
0.1,0,unseen,__all__,wide_new,P1_minus_B3,0.020833333333333315,-0.022222222222222254,0.02020202020202022,0.0,-0.008246527777777679,0.020833333333333343
0.1,0,unseen,harsh,__all__,P1_minus_B3,0.016666666666666663,-0.05823068309070545,0.010308496930190258,0.0,-0.0019444444444444153,0.029166666666666674
0.1,0,unseen,harsh,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,-0.01388888888888884,0.020833333333333332
0.1,0,unseen,harsh,low_new,P1_minus_B3,0.04166666666666663,-0.038461538461538436,0.021621621621621623,0.0,0.0,0.04166666666666666
0.1,0,unseen,harsh,two_new,P1_minus_B3,0.0,-0.09999999999999998,-0.019607843137254943,0.0,0.0,0.04166666666666667
0.1,0,unseen,harsh,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0,unseen,harsh,wide_new,P1_minus_B3,0.04166666666666663,-0.02941176470588236,0.021822849807445477,0.0,0.0,0.04166666666666666
0.1,0,unseen,standard,__all__,P1_minus_B3,0.0,0.0,0.0,0.0,-0.006493055555555571,-0.008333333333333331
0.1,0,unseen,standard,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.03298611111111116,0.0
0.1,0,unseen,standard,low_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.00694444444444442,-0.04166666666666667
0.1,0,unseen,standard,two_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.00868055555555558,0.0
0.1,0,unseen,standard,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.04427083333333326,0.0
0.1,0,unseen,standard,wide_new,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0234375,0.0
0.1,1,all,__all__,__all__,P1_minus_B3,0.0026041666666666574,-0.017039825638993422,0.0018062998969045618,0.0,0.0007425944010416297,0.005208333333333336
0.1,1,seen,__all__,__all__,P1_minus_B3,0.0069444444444444475,0.009595959595959491,0.009174828323764483,0.0,9.645061728402737e-05,0.0
0.1,1,seen,__all__,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,0.0026041666666666297,0.0
0.1,1,seen,__all__,clear,P1_minus_B3,0.0,0.02857142857142858,0.005115089514066529,0.0,-0.0008680555555555802,-0.010416666666666671
0.1,1,seen,__all__,vertical_mid,P1_minus_B3,0.020833333333333315,-0.020979020979020935,0.025006946373992783,0.0,0.0006510416666666297,0.010416666666666671
0.1,1,seen,harsh,__all__,P1_minus_B3,0.013888888888888895,-0.033333333333333326,0.007282913165266136,0.0,9.645061728402737e-05,0.013888888888888895
0.1,1,seen,harsh,central_furniture,P1_minus_B3,0.0,-0.08333333333333337,-0.011363636363636354,0.0,0.0,0.020833333333333336
0.1,1,seen,harsh,clear,P1_minus_B3,0.0,0.0,0.0,0.0,0.0008680555555554692,0.0
0.1,1,seen,harsh,vertical_mid,P1_minus_B3,0.041666666666666685,-0.050000000000000044,0.03676470588235292,0.0,0.0,0.020833333333333336
0.1,1,seen,standard,__all__,P1_minus_B3,0.0,0.047619047619047616,0.0022148394241417457,0.0,-0.0019290123456791042,-0.013888888888888895
0.1,1,seen,standard,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,-0.02083333333333333
0.1,1,seen,standard,clear,P1_minus_B3,0.0,0.07142857142857145,0.006451612903225823,0.0,0.0,-0.02083333333333333
0.1,1,seen,standard,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0017361111111110494,0.0
0.1,1,unseen,__all__,__all__,P1_minus_B3,0.0,-0.03703703703703709,-0.002648039081404374,0.0,0.001414930555555527,0.008333333333333331
0.1,1,unseen,__all__,horizontal_new,P1_minus_B3,0.0,-0.023809523809523836,-0.0025601638504864355,0.0,0.00390625,0.010416666666666671
0.1,1,unseen,__all__,low_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.004123263888888951,0.0
0.1,1,unseen,__all__,two_new,P1_minus_B3,0.0,-0.13333333333333341,-0.0027952480782669487,0.0,-0.0004340277777777901,0.010416666666666666
0.1,1,unseen,__all__,vertical_new,P1_minus_B3,0.0,-0.06666666666666665,-0.0036297640653357444,0.0,-0.0015190972222222099,0.010416666666666664
0.1,1,unseen,__all__,wide_new,P1_minus_B3,0.0,-0.038461538461538436,-0.0032786885245901787,0.0,0.001953125,0.010416666666666671
0.1,1,unseen,harsh,__all__,P1_minus_B3,0.008333333333333331,-0.06666666666666665,0.004301075268817234,0.0,0.00010416666666668295,0.01666666666666667
0.1,1,unseen,harsh,horizontal_new,P1_minus_B3,0.0,-0.06666666666666671,-0.004597701149425287,0.0,0.0,0.02083333333333333
0.1,1,unseen,harsh,low_new,P1_minus_B3,0.04166666666666666,0.0444444444444444,0.04991087344028522,0.0,0.0,0.0
0.1,1,unseen,harsh,two_new,P1_minus_B3,0.0,-0.19999999999999996,-0.009852216748768461,0.0,0.0,0.020833333333333332
0.1,1,unseen,harsh,vertical_new,P1_minus_B3,0.0,-0.13333333333333341,-0.009195402298850575,0.0,0.0,0.020833333333333332
0.1,1,unseen,harsh,wide_new,P1_minus_B3,0.0,-0.0892857142857143,-0.010080645161290314,0.0,0.0,0.020833333333333336
0.1,1,unseen,standard,__all__,P1_minus_B3,-0.008333333333333331,-0.02717391304347827,-0.013111888111888112,0.0,0.0007986111111111249,0.0
0.1,1,unseen,standard,horizontal_new,P1_minus_B3,0.0,0.0,0.0,0.0,-0.00434027777777779,0.0
0.1,1,unseen,standard,low_new,P1_minus_B3,-0.04166666666666667,-0.09999999999999998,-0.06403940886699508,0.0,0.0,0.0
0.1,1,unseen,standard,two_new,P1_minus_B3,0.0,0.0,0.0,0.0,-0.00694444444444442,0.0
0.1,1,unseen,standard,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.1,1,unseen,standard,wide_new,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0026041666666666297,0.0
0.1,2,all,__all__,__all__,P1_minus_B3,-0.005208333333333329,0.02844873859366609,-0.005023945061895713,0.0,-0.0019395616319444198,-0.011718750000000007
0.1,2,seen,__all__,__all__,P1_minus_B3,0.0,0.025288376220053255,0.003108808290155446,0.0,-0.011622299382716084,-0.010416666666666671
0.1,2,seen,__all__,central_furniture,P1_minus_B3,0.0,0.061764705882352944,0.009502262443438936,0.0,-0.013671875,-0.031249999999999986
0.1,2,seen,__all__,clear,P1_minus_B3,0.0,0.014778325123152691,0.004101161995898828,0.0,0.00238715277777779,-0.010416666666666685
0.1,2,seen,__all__,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,0.0010850694444444198,0.010416666666666666
0.1,2,seen,harsh,__all__,P1_minus_B3,0.05555555555555555,0.0186393289841566,0.05595421927513855,0.0,-0.002411265432098797,0.02777777777777779
0.1,2,seen,harsh,central_furniture,P1_minus_B3,0.08333333333333334,0.020833333333333315,0.07222222222222219,0.0,0.0,0.04166666666666666
0.1,2,seen,harsh,clear,P1_minus_B3,0.08333333333333331,0.03823529411764709,0.06762749445676275,0.0,-0.0060763888888888395,0.020833333333333315
0.1,2,seen,harsh,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,0.0,0.020833333333333332
0.1,2,seen,standard,__all__,P1_minus_B3,-0.05555555555555556,-0.016666666666666663,-0.0780998389694042,0.0,-0.04176311728395066,-0.04861111111111111
0.1,2,seen,standard,central_furniture,P1_minus_B3,-0.08333333333333333,-0.25,-0.125,0.0,-0.06944444444444448,-0.10416666666666667
0.1,2,seen,standard,clear,P1_minus_B3,-0.08333333333333334,-0.041666666666666685,-0.09027777777777779,0.0,0.00347222222222221,-0.04166666666666667
0.1,2,seen,standard,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,-0.06770833333333331,0.0
0.1,2,unseen,__all__,__all__,P1_minus_B3,-0.008333333333333331,0.03322259136212624,-0.011050433665274653,0.0,0.005295138888888884,-0.012500000000000004
0.1,2,unseen,__all__,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.03927951388888895,0.0
0.1,2,unseen,__all__,low_new,P1_minus_B3,-0.020833333333333315,0.08571428571428574,-0.009661835748792286,0.0,0.02213541666666663,-0.05208333333333333
0.1,2,unseen,__all__,two_new,P1_minus_B3,-0.020833333333333343,-0.016666666666666663,-0.02873563218390804,0.0,0.01519097222222221,-0.010416666666666671
0.1,2,unseen,__all__,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.00347222222222221,0.0
0.1,2,unseen,__all__,wide_new,P1_minus_B3,0.0,0.0,0.0,0.0,-0.02018229166666663,0.0
0.1,2,unseen,harsh,__all__,P1_minus_B3,0.016666666666666663,-0.05291005291005291,0.016677638797454458,0.0,-0.0040972222222221966,0.024999999999999994
0.1,2,unseen,harsh,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,-0.03211805555555558,0.0
0.1,2,unseen,harsh,low_new,P1_minus_B3,0.08333333333333334,0.012121212121212144,0.07326007326007328,0.0,0.0,0.04166666666666666
0.1,2,unseen,harsh,two_new,P1_minus_B3,0.0,-0.09999999999999998,-0.01470588235294118,0.0,0.0,0.04166666666666667
0.1,2,unseen,harsh,vertical_new,P1_minus_B3,0.0,,0.0,0.0,0.0,0.0
0.1,2,unseen,harsh,wide_new,P1_minus_B3,0.0,-0.09999999999999998,-0.01470588235294118,0.0,0.0,0.04166666666666667
0.1,2,unseen,standard,__all__,P1_minus_B3,-0.03333333333333333,,-0.058823529411764705,0.0,-0.00868055555555558,-0.05
0.1,2,unseen,standard,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.08159722222222221,0.0
0.1,2,unseen,standard,low_new,P1_minus_B3,-0.125,,-0.17647058823529413,0.0,0.03125,-0.14583333333333334
0.1,2,unseen,standard,two_new,P1_minus_B3,-0.041666666666666664,,-0.07142857142857142,0.0,0.01909722222222221,-0.0625
0.1,2,unseen,standard,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.07725694444444442,0.0
0.1,2,unseen,standard,wide_new,P1_minus_B3,0.0,,0.0,0.0,-0.07204861111111116,-0.041666666666666664
0.1,3,all,__all__,__all__,P1_minus_B3,0.0026041666666666574,0.03679653679653683,0.005939446617412719,0.0,-0.00535753038194442,-0.006510416666666664
0.1,3,seen,__all__,__all__,P1_minus_B3,0.013888888888888895,0.029387755102040836,0.019229742000961447,0.0,-0.011091820987654266,-0.00347222222222221
0.1,3,seen,__all__,central_furniture,P1_minus_B3,0.020833333333333343,0.09999999999999998,0.0357142857142857,0.0,-0.0078125,-0.02083333333333333
0.1,3,seen,__all__,clear,P1_minus_B3,0.0,0.0,0.0,0.0,-0.00021701388888883955,0.0
0.1,3,seen,__all__,vertical_mid,P1_minus_B3,0.020833333333333332,0.3333333333333333,0.0392156862745098,0.0,-0.0041232638888888395,0.010416666666666666
0.1,3,seen,harsh,__all__,P1_minus_B3,0.027777777777777735,-0.009228740936058077,0.021109036291304673,0.0,-0.0014467592592593004,0.013888888888888881
0.1,3,seen,harsh,central_furniture,P1_minus_B3,0.041666666666666685,-0.015384615384615441,0.029106029106029108,0.0,0.0,0.02083333333333333
0.1,3,seen,harsh,clear,P1_minus_B3,0.0,0.0,0.0,0.0,-0.003472222222222321,0.0
0.1,3,seen,harsh,vertical_mid,P1_minus_B3,0.041666666666666664,0.3333333333333333,0.07407407407407407,0.0,-0.0026041666666666297,0.020833333333333332
0.1,3,seen,standard,__all__,P1_minus_B3,0.0,0.1111111111111111,0.003527336860670194,0.0,-0.039544753086419804,-0.02083333333333333
0.1,3,seen,standard,central_furniture,P1_minus_B3,0.0,,0.0,0.0,-0.02517361111111116,-0.0625
0.1,3,seen,standard,clear,P1_minus_B3,0.0,0.0,0.0,0.0,0.0026041666666666297,0.0
0.1,3,seen,standard,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,-0.09635416666666663,0.0
0.1,3,unseen,__all__,__all__,P1_minus_B3,-0.004166666666666666,0.046003016591251944,-0.004683044240378825,0.0,-0.0007031250000000266,-0.008333333333333331
0.1,3,unseen,__all__,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.04448784722222221,0.0
0.1,3,unseen,__all__,low_new,P1_minus_B3,-0.020833333333333343,0.003095975232198178,-0.0215843857634902,0.0,0.0032552083333333703,-0.010416666666666671
0.1,3,unseen,__all__,two_new,P1_minus_B3,0.0,0.125,0.006157635467980288,0.0,0.001953125,-0.020833333333333336
0.1,3,unseen,__all__,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,-0.005208333333333259,0.0
0.1,3,unseen,__all__,wide_new,P1_minus_B3,0.0,0.06944444444444442,0.003132832080200515,0.0,-0.01540798611111105,-0.010416666666666664
0.1,3,unseen,harsh,__all__,P1_minus_B3,0.0,-0.017045454545454586,-0.0015479876160990613,0.0,-0.0027083333333333126,0.004166666666666666
0.1,3,unseen,harsh,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,-0.0234375,0.0
0.1,3,unseen,harsh,low_new,P1_minus_B3,0.0,-0.033333333333333326,-0.01025641025641022,0.0,0.0,0.020833333333333315
0.1,3,unseen,harsh,two_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.1,3,unseen,harsh,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.1,3,unseen,harsh,wide_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.1,3,unseen,standard,__all__,P1_minus_B3,-0.008333333333333333,0.7142857142857143,-0.014967137372291273,0.0,-0.03489583333333335,-0.020833333333333332
0.1,3,unseen,standard,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.0,0.0
0.1,3,unseen,standard,low_new,P1_minus_B3,-0.041666666666666664,0.5,-0.06285714285714285,0.0,0.00434027777777779,-0.041666666666666664
0.1,3,unseen,standard,two_new,P1_minus_B3,0.0,,0.0,0.0,-0.00954861111111116,-0.041666666666666664
0.1,3,unseen,standard,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.11111111111111116,0.0
0.1,3,unseen,standard,wide_new,P1_minus_B3,0.0,,0.0,0.0,-0.05034722222222221,-0.020833333333333332
0.1,4,all,__all__,__all__,P1_minus_B3,-0.005208333333333329,0.020860495436766657,-0.007289746722720397,0.0,0.0014580620659722099,-0.006510416666666664
0.1,4,seen,__all__,__all__,P1_minus_B3,-0.027777777777777776,-0.050135501355013545,-0.03903903903903905,0.0,-0.002073688271604923,-0.00347222222222221
0.1,4,seen,__all__,central_furniture,P1_minus_B3,0.0,0.16666666666666663,0.005291005291005291,0.0,-0.02126736111111105,-0.020833333333333332
0.1,4,seen,__all__,clear,P1_minus_B3,-0.04166666666666666,-0.04285714285714287,-0.04453441295546562,0.0,0.004557291666666741,0.0
0.1,4,seen,__all__,vertical_mid,P1_minus_B3,-0.041666666666666664,-0.6666666666666666,-0.0784313725490196,0.0,0.02582465277777779,0.010416666666666666
0.1,4,seen,harsh,__all__,P1_minus_B3,0.0,-0.032967032967033016,-0.004897959183673473,0.0,-0.0012538580246913567,0.013888888888888881
0.1,4,seen,harsh,central_furniture,P1_minus_B3,0.0,-0.13333333333333341,-0.009195402298850575,0.0,0.0,0.020833333333333332
0.1,4,seen,harsh,clear,P1_minus_B3,0.0,0.0,0.0,0.0,-0.00434027777777779,0.0
0.1,4,seen,harsh,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.020833333333333332
0.1,4,seen,standard,__all__,P1_minus_B3,-0.05555555555555555,-0.15000000000000002,-0.08793103448275862,0.0,-0.006558641975308643,-0.020833333333333336
0.1,4,seen,standard,central_furniture,P1_minus_B3,0.0,,0.0,0.0,-0.060763888888888895,-0.0625
0.1,4,seen,standard,clear,P1_minus_B3,-0.08333333333333333,-0.15000000000000002,-0.11029411764705882,0.0,0.01128472222222221,0.0
0.1,4,seen,standard,vertical_mid,P1_minus_B3,-0.08333333333333333,,-0.15384615384615385,0.0,-0.0008680555555555802,0.0
0.1,4,unseen,__all__,__all__,P1_minus_B3,0.008333333333333331,0.18055555555555558,0.01610949612403101,0.0,0.006041666666666612,-0.008333333333333331
0.1,4,unseen,__all__,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.05859375,0.0
0.1,4,unseen,__all__,low_new,P1_minus_B3,0.020833333333333343,0.05555555555555558,0.03206291591046584,0.0,0.00933159722222221,0.0
0.1,4,unseen,__all__,two_new,P1_minus_B3,0.0,0.5,0.0030769230769230743,0.0,0.00824652777777779,-0.020833333333333332
0.1,4,unseen,__all__,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.01193576388888895,0.0
0.1,4,unseen,__all__,wide_new,P1_minus_B3,0.020833333333333336,0.5,0.04072398190045248,0.0,-0.02842881944444442,-0.020833333333333332
0.1,4,unseen,harsh,__all__,P1_minus_B3,0.016666666666666663,-0.04166666666666663,0.025846702317290554,0.0,-0.0032986111111110716,0.008333333333333335
0.1,4,unseen,harsh,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,-0.0234375,0.0
0.1,4,unseen,harsh,low_new,P1_minus_B3,0.041666666666666685,-0.0714285714285714,0.03605313092979129,0.0,0.0,0.04166666666666667
0.1,4,unseen,harsh,two_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.1,4,unseen,harsh,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.1,4,unseen,harsh,wide_new,P1_minus_B3,0.04166666666666667,0.0,0.06837606837606836,0.0,0.0,0.0
0.1,4,unseen,standard,__all__,P1_minus_B3,0.0,,0.0,0.0,0.00874999999999998,-0.025
0.1,4,unseen,standard,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.10069444444444442,0.0
0.1,4,unseen,standard,low_new,P1_minus_B3,0.0,,0.0,0.0,0.0017361111111111605,-0.041666666666666664
0.1,4,unseen,standard,two_new,P1_minus_B3,0.0,,0.0,0.0,0.01909722222222221,-0.041666666666666664
0.1,4,unseen,standard,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.03125,0.0
0.1,4,unseen,standard,wide_new,P1_minus_B3,0.0,,0.0,0.0,-0.05729166666666663,-0.041666666666666664
0.15,0,all,__all__,__all__,P1_minus_B3,-0.005208333333333343,-0.015503875968992276,-0.007797270955165692,0.0,0.0007154676649305802,0.0026041666666666713
0.15,0,seen,__all__,__all__,P1_minus_B3,-0.020833333333333343,-0.048387096774193505,-0.029126213592232997,0.0,-0.0011091820987654266,0.010416666666666671
0.15,0,seen,__all__,central_furniture,P1_minus_B3,-0.020833333333333343,-0.0032051282051282493,-0.018768768768768762,0.0,-0.00802951388888884,-0.010416666666666685
0.15,0,seen,__all__,clear,P1_minus_B3,0.0,-0.037878787878787845,-0.013227513227513199,0.0,0.0017361111111110494,0.03125
0.15,0,seen,__all__,vertical_mid,P1_minus_B3,-0.041666666666666664,-0.6666666666666666,-0.0784313725490196,0.0,0.01671006944444442,0.010416666666666666
0.15,0,seen,harsh,__all__,P1_minus_B3,0.013888888888888895,-0.03788271925272446,-0.0001487320591953556,0.0,-0.0012538580246913567,0.03472222222222221
0.15,0,seen,harsh,central_furniture,P1_minus_B3,0.041666666666666685,0.002506265664160401,0.0258397932816537,0.0,0.0,0.020833333333333315
0.15,0,seen,harsh,clear,P1_minus_B3,0.0,-0.05952380952380948,-0.027777777777777735,0.0,-0.003472222222222321,0.06250000000000003
0.15,0,seen,harsh,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0008680555555555802,0.020833333333333332
0.15,0,seen,standard,__all__,P1_minus_B3,-0.055555555555555566,-0.07619047619047614,-0.0771227289581016,0.0,-0.018422067901234573,-0.013888888888888895
0.15,0,seen,standard,central_furniture,P1_minus_B3,-0.08333333333333334,-0.09523809523809523,-0.11947431302270012,0.0,-0.02604166666666663,-0.041666666666666664
0.15,0,seen,standard,clear,P1_minus_B3,0.0,0.0,0.0,0.0,0.006076388888888951,0.0
0.15,0,seen,standard,vertical_mid,P1_minus_B3,-0.08333333333333333,,-0.15384615384615385,0.0,-0.04947916666666663,0.0
0.15,0,unseen,__all__,__all__,P1_minus_B3,0.004166666666666666,0.014925373134328346,0.006514657980456029,0.0,0.002621527777777799,-0.00208333333333334
0.15,0,unseen,__all__,horizontal_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.02821180555555558,0.0
0.15,0,unseen,__all__,low_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.00868055555555558,0.0
0.15,0,unseen,__all__,two_new,P1_minus_B3,0.020833333333333343,0.029239766081871343,0.026232473993668015,0.0,0.01171875,0.0
0.15,0,unseen,__all__,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.00737847222222221,0.0
0.15,0,unseen,__all__,wide_new,P1_minus_B3,0.0,0.017786561264822143,0.003621730382293742,0.0,-0.01258680555555558,-0.010416666666666685
0.15,0,unseen,harsh,__all__,P1_minus_B3,0.016666666666666663,-0.03814627994955866,0.007644867017859436,0.0,-0.0028124999999999956,0.02916666666666666
0.15,0,unseen,harsh,horizontal_new,P1_minus_B3,0.0,0.0,0.0,0.0,-0.01736111111111105,0.0
0.15,0,unseen,harsh,low_new,P1_minus_B3,0.0,-0.04999999999999999,-0.01948051948051943,0.0,0.0,0.04166666666666666
0.15,0,unseen,harsh,two_new,P1_minus_B3,0.041666666666666685,-0.0714285714285714,0.007518796992481203,0.0,0.0,0.0625
0.15,0,unseen,harsh,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0,unseen,harsh,wide_new,P1_minus_B3,0.041666666666666685,-0.015873015873015872,0.01904761904761909,0.0,0.0,0.04166666666666666
0.15,0,unseen,standard,__all__,P1_minus_B3,-0.008333333333333335,0.1333333333333333,-0.012698412698412702,0.0,-0.007326388888888924,-0.03333333333333334
0.15,0,unseen,standard,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.04947916666666663,0.0
0.15,0,unseen,standard,low_new,P1_minus_B3,0.0,0.16666666666666669,0.009523809523809518,0.0,0.0078125,-0.041666666666666664
0.15,0,unseen,standard,two_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.015625,-0.0625
0.15,0,unseen,standard,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.06423611111111105,0.0
0.15,0,unseen,standard,wide_new,P1_minus_B3,-0.041666666666666664,-0.2,-0.06896551724137931,0.0,-0.03038194444444442,-0.0625
0.15,1,all,__all__,__all__,P1_minus_B3,0.01041666666666663,0.006786289394985046,0.010889069144360053,0.0,0.0002814398871527901,0.0013020833333333287
0.15,1,seen,__all__,__all__,P1_minus_B3,0.006944444444444475,0.005639097744360888,0.007280954339777823,0.0,9.645061728402737e-05,0.0
0.15,1,seen,__all__,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,0.0013020833333333703,0.0
0.15,1,seen,__all__,clear,P1_minus_B3,0.02083333333333337,0.014942528735632177,0.02031302031302029,0.0,-0.0006510416666666297,0.0
0.15,1,seen,__all__,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,0.0004340277777777901,0.0
0.15,1,seen,harsh,__all__,P1_minus_B3,0.013888888888888895,0.007928118393234596,0.013043478260869545,0.0,9.645061728402737e-05,0.0
0.15,1,seen,harsh,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.15,1,seen,harsh,clear,P1_minus_B3,0.041666666666666685,0.020467836257309857,0.034330011074197087,0.0,0.0008680555555554692,0.0
0.15,1,seen,harsh,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.15,1,seen,standard,__all__,P1_minus_B3,0.0,0.0,0.0,0.0,-9.645061728402737e-05,0.0
0.15,1,seen,standard,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,0.0017361111111110494,0.0
0.15,1,seen,standard,clear,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
0.15,1,seen,standard,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,0.0008680555555555802,0.0
0.15,1,unseen,__all__,__all__,P1_minus_B3,0.012500000000000011,0.007936507936507908,0.013322884012539171,0.0,0.0004861111111111871,0.00208333333333334
0.15,1,unseen,__all__,horizontal_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.00390625,0.0
0.15,1,unseen,__all__,low_new,P1_minus_B3,0.041666666666666685,0.03826086956521746,0.045533474821531916,0.0,0.00347222222222221,0.0
