method,scope,facility,geometry,n_seeds,recall_n_defined,recall_mean,recall_std,precision_n_defined,precision_mean,precision_std,f1_n_defined,f1_mean,f1_std,auroc_n_defined,auroc_mean,auroc_std,margin_auroc_n_defined,margin_auroc_mean,margin_auroc_std,false_positive_rate_n_defined,false_positive_rate_mean,false_positive_rate_std
B1,existing_purged_diagnostic,unknown,unknown,5,5,0.8690058479532163,0.1975188943399724,5,0.9212007190936078,0.09613831657018766,5,0.8776583797699903,0.10671438812423117,5,0.9721498530532362,0.04528576496118327,5,0.9721498530532362,0.04528576496118327,5,0.038045510750886656,0.047126689133405605
B2,existing_purged_diagnostic,unknown,unknown,5,5,0.8442291626502152,0.2014349279588571,5,0.9558139534883722,0.09880300365696743,5,0.8796792089694904,0.11441693369331067,5,0.9780029368731951,0.02870265404051882,5,0.9780029368731951,0.02870265404051882,5,0.024050632911392405,0.05377885009176709
